Left Cerebellum,Right Cerebellum,Left Brainstem,Right Brainstem,Left Cerebrum,Right Cerebrum,Inter-Hemispheric,filename,subject,emotion,priming
1.786301479283823,2.076196280394785,0.6960059163307111,0.6549330111867339,1.1074309949245447,1.0652726110088098,1.2882550923965046,./emotion-fmri-neu/cp001_beta_anger_congruent_c0.nii.gz,1,anger,congruent
2.5117360746788164,3.124613158621383,1.2511471878333058,0.9748002601670812,1.2460281527825605,1.0309668324528924,1.8517760510897954,./emotion-fmri-neu/cp001_beta_anger_incongruent_c0.nii.gz,1,anger,incongruent
3.4456958379326768,3.9841874728610325,1.5041415741630262,1.3795099438816698,1.727606116171842,1.3429622155032295,2.636741668283011,./emotion-fmri-neu/cp001_beta_anger_neutral_c0.nii.gz,1,anger,neutral
1.5285661628820364,1.9191908772074988,0.9067456594916411,1.0998225507858301,0.8439221704312064,0.589541713629147,0.40544376789818354,./emotion-fmri-neu/cp001_beta_fear_congruent_c0.nii.gz,1,fear,congruent
1.4243727906226114,2.2659174156361837,0.7701168918265611,0.6377807224336106,0.964883436795219,0.32665694075446294,0.7911982790692978,./emotion-fmri-neu/cp001_beta_fear_incongruent_c0.nii.gz,1,fear,incongruent
2.3565415263407457,3.352222515949058,1.7755573395623152,1.7549081419279862,1.816572206228958,1.5145418906804862,1.5282369498344048,./emotion-fmri-neu/cp001_beta_fear_neutral_c0.nii.gz,1,fear,neutral
1.991666939703865,2.8841964453296525,0.7232594024679719,0.7668995465719285,0.7577585495873957,0.4723535376957354,1.4645640733349596,./emotion-fmri-neu/cp001_beta_disgust_congruent_c0.nii.gz,1,disgust,congruent
1.8814845466727887,2.4095043025333873,0.7047829150708097,0.7244781954686539,0.5491378848193339,0.24628445076883745,-0.021852946464102758,./emotion-fmri-neu/cp001_beta_disgust_incongruent_c0.nii.gz,1,disgust,incongruent
1.9109668120916332,2.7337811902901317,1.0084149863499237,0.6290652794984103,1.098314784335002,0.7510353381437536,1.7255480347024792,./emotion-fmri-neu/cp001_beta_disgust_neutral_c0.nii.gz,1,disgust,neutral
2.369220765755778,2.5092414240840886,0.6715985789609341,1.2558990477442948,0.19274779178381707,0.3401127542336113,-1.452088600943765,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent
1.6515206209853155,1.5848052448520973,0.7167865712299857,0.6522474402833679,0.46261370806738344,0.5682304010200764,-0.7812727558200167,./emotion-fmri-neu/cp002_beta_anger_incongruent_c0.nii.gz,2,anger,incongruent
2.507867913752925,3.031427291587401,1.9248684458266327,2.361402223796414,1.5572271976375696,1.4604435240629587,0.5387419972342291,./emotion-fmri-neu/cp002_beta_anger_neutral_c0.nii.gz,2,anger,neutral
1.7679700206467281,1.970334793195414,1.277616310820903,1.7983640746979577,1.1622783687552165,1.0847009834143646,0.039258924930036576,./emotion-fmri-neu/cp002_beta_fear_congruent_c0.nii.gz,2,fear,congruent
2.736650599693862,2.8060330726895892,1.4395549891721917,1.7602301397440554,0.8684855179503923,0.992984479589115,-0.03596747194804211,./emotion-fmri-neu/cp002_beta_fear_incongruent_c0.nii.gz,2,fear,incongruent
1.9714750285062281,2.058740962429222,1.0586463257851388,1.5777115276519493,0.8947203267599926,0.9531477057322814,-0.37397667316189004,./emotion-fmri-neu/cp002_beta_fear_neutral_c0.nii.gz,2,fear,neutral
1.9433315772556847,1.8942941039225318,0.3210001449518084,0.7470913264155198,0.47102941337316623,0.505779043207925,-0.9286042297455483,./emotion-fmri-neu/cp002_beta_disgust_congruent_c0.nii.gz,2,disgust,congruent
1.8951907207822982,2.015930969283241,1.1347800129907193,0.8348394741491024,0.9642352619762238,0.8817195581273402,-0.018560218227473592,./emotion-fmri-neu/cp002_beta_disgust_incongruent_c0.nii.gz,2,disgust,incongruent
1.957445677788541,2.0042801956194074,1.6387499049102852,1.965937172122998,0.9181559572533952,0.9614778685872195,0.42625442499361416,./emotion-fmri-neu/cp002_beta_disgust_neutral_c0.nii.gz,2,disgust,neutral
0.5036500686220142,0.8198217719554987,-0.1548345968585343,0.163487702831469,-0.04369472947824489,-0.1228726803308224,-1.0803586310268338,./emotion-fmri-neu/cp003_beta_anger_congruent_c0.nii.gz,3,anger,congruent
0.8261350345077392,1.7011852051319245,-0.45379525540770704,-0.388575111807466,0.37126169705255213,0.2043228503466747,0.6722192723002959,./emotion-fmri-neu/cp003_beta_anger_incongruent_c0.nii.gz,3,anger,incongruent
1.0292135479755262,1.7094028995655888,-0.19202789729522998,0.1498690065425829,0.2217752226092514,0.027217038079046203,0.8180856529378396,./emotion-fmri-neu/cp003_beta_anger_neutral_c0.nii.gz,3,anger,neutral
1.1950512633836923,1.5153657113802115,-0.425231857179964,-0.06583148034336714,0.8492369871577562,1.0232010433840872,1.070505078651096,./emotion-fmri-neu/cp003_beta_fear_congruent_c0.nii.gz,3,fear,congruent
1.0072468841976667,1.8100673142472492,0.040948207810655286,0.04014594095332193,-0.008820742095891752,-0.010051366182031833,0.2178554005050931,./emotion-fmri-neu/cp003_beta_fear_incongruent_c0.nii.gz,3,fear,incongruent
2.4197952194541243,2.7402330773791252,0.9346138838187954,0.8423213043850704,1.0705908150408423,0.931231797444341,2.4833214831446813,./emotion-fmri-neu/cp003_beta_fear_neutral_c0.nii.gz,3,fear,neutral
1.5741394579539205,1.9071873360937952,-0.037216309360377925,-0.0006197910545270504,0.6009444588900222,0.7001706081573361,1.086780972147051,./emotion-fmri-neu/cp003_beta_disgust_congruent_c0.nii.gz,3,disgust,congruent
