feature,p_value,method
Feat 201,0.017868118059311357,PCA
Feat 202,0.01346934740239445,PCA
Feat 203,4.9029707442152684e-05,PCA
Feat 204,0.0030131586062280735,PCA
Feat 205,3.136293259374411e-05,PCA
Feat 206,0.00019121221894596751,PCA
Feat 207,2.645834421768672e-05,PCA
Feat 208,0.002572353282056409,PCA
Feat 209,1.5180977206798496e-05,PCA
Feat 210,6.245675457048484e-06,PCA
Feat 211,2.7407255130911288e-08,PCA
Feat 212,6.084308991125885e-07,PCA
Feat 213,9.35093230154156e-08,PCA
Feat 214,0.00027869001133457526,PCA
Feat 215,6.63307215091385e-07,PCA
Feat 216,6.680927265153619e-07,PCA
Feat 217,1.380331899161694e-06,PCA
Feat 218,0.0009043097201791082,PCA
Feat 219,2.1301916570621812e-09,PCA
Feat 220,1.4963996459766343e-05,PCA
Feat 221,0.00015613915680851836,PCA
Feat 222,8.106382989947194e-05,PCA
Feat 223,1.8478776567881438e-10,PCA
Feat 224,3.8666157445286376e-08,PCA
Feat 225,1.5012038437079287e-10,PCA
Feat 226,1.282286414901619e-07,PCA
Feat 1,0.700670672729493,Isomap
Feat 2,0.18188972425611283,Isomap
Feat 3,0.6585775979889896,Isomap
Feat 4,0.18044944689585218,Isomap
Feat 5,0.7157518530862359,Isomap
Feat 6,0.1769917525049395,Isomap
Feat 7,0.9911624604447484,Isomap
Feat 8,0.8691015884397486,Isomap
Feat 9,0.6011131213241061,Isomap
Feat 10,0.0473934371320486,Isomap
Feat 11,0.07645214537944302,Isomap
Feat 12,0.836072023960862,Isomap
Feat 13,0.08064825863270715,Isomap
Feat 14,0.03896107189087526,Isomap
Feat 15,0.5633080027743126,Isomap
Feat 16,0.8332061865287802,Isomap
Feat 17,0.007674441885561676,Isomap
Feat 18,0.23717226612377082,Isomap
Feat 19,0.650920776859165,Isomap
Feat 20,0.48071592153311404,Isomap
Feat 21,0.006039410323979617,Isomap
Feat 22,0.1313013898285065,Isomap
Feat 23,0.06296805581206341,Isomap
Feat 24,0.004330558043193473,Isomap
Feat 25,0.004083363360590407,Isomap
Feat 26,0.7347441978485936,Isomap
Feat 27,0.13244637087776504,Isomap
Feat 28,0.08902580184261502,Isomap
Feat 29,0.0471592433124926,Isomap
Feat 30,0.05690781197934436,Isomap
Feat 31,0.6009491139747509,Isomap
Feat 32,0.005814020847883022,Isomap
Feat 33,0.009215532998635634,Isomap
Feat 34,0.0008392604408631156,Isomap
Feat 35,0.24156208616313257,Isomap
Feat 36,0.31965065448323626,Isomap
Feat 37,0.5064866603380292,Isomap
Feat 38,0.0052405826019740484,Isomap
Feat 39,0.005070661394888303,Isomap
Feat 40,0.37262470192777697,Isomap
Feat 41,0.0054248875101131945,Isomap
Feat 42,0.030978869967207546,Isomap
Feat 43,0.008749561574420566,Isomap
Feat 44,0.029172372557870932,Isomap
Feat 45,0.014003956110182077,Isomap
Feat 46,0.5147678065655776,Isomap
Feat 47,0.008377381911321357,Isomap
Feat 48,0.0028432219868014252,Isomap
Feat 49,0.24091379518315276,Isomap
Feat 50,0.00803033782530373,Isomap
Feat 51,0.016410479242329135,Isomap
Feat 1,0.1288856601699949,Hessian
Feat 2,0.2531725087159884,Hessian
Feat 3,0.8243192073595751,Hessian
Feat 4,0.36470727910808143,Hessian
Feat 5,0.04900041233090995,Hessian
Feat 6,0.4189405922973508,Hessian
Feat 7,0.9499720238315073,Hessian
Feat 8,0.10208252531746233,Hessian
Feat 9,0.2628134907223384,Hessian
Feat 10,0.2745010729322826,Hessian
Feat 11,0.43693124348228296,Hessian
Feat 12,0.8002263306516689,Hessian
Feat 13,0.4500106141709306,Hessian
Feat 14,0.030513437551572202,Hessian
Feat 15,0.0925289867842133,Hessian
Feat 16,0.13538782253759304,Hessian
Feat 17,0.21459999222028547,Hessian
Feat 18,0.18266487159224531,Hessian
Feat 19,0.5273510937623929,Hessian
Feat 20,0.04493725512121184,Hessian
Feat 21,0.41720666954094243,Hessian
Feat 1,0.1480660899598215,MDS
Feat 2,0.3498832777176539,MDS
Feat 3,0.02715637547591327,MDS
Feat 4,0.0008045820561842816,MDS
Feat 5,0.5202506956794162,MDS
Feat 1,0.60469967046409,t-SNE
Feat 2,0.4589051986175062,t-SNE
Feat 3,0.772965962196225,t-SNE
