Feat 1,Feat 2,Feat 3,Feat 4,Feat 5,Feat 6,Feat 7,Feat 8,Feat 9,Feat 10,Feat 11,Feat 12,Feat 13,Feat 14,Feat 15,Feat 16,Feat 17,Feat 18,Feat 19,Feat 20,Feat 21,Feat 22,Feat 23,Feat 24,Feat 25,Feat 26,Feat 27,Feat 28,Feat 29,Feat 30,Feat 31,Feat 32,Feat 33,Feat 34,Feat 35,Feat 36,Feat 37,Feat 38,Feat 39,Feat 40,Feat 41,Feat 42,Feat 43,Feat 44,Feat 45,Feat 46,Feat 47,Feat 48,Feat 49,Feat 50,Feat 51,filename,subject,emotion,priming,true_label,predicted_label,error_count
-1253.7494014262472,-170.62653609498287,7.926803018474695,226.46272837526809,-41.263528260041234,121.4089161634013,205.6288439127229,373.0280329948844,-43.86196847754011,278.0437533829406,-20.176738874271063,-376.26886677214526,32.14298345624662,-102.00068599784218,-190.9401527369176,19.587177537097645,-6.641561628173118,-42.78117899238471,18.75695043151737,-108.34539466063757,-141.91859644172516,168.86400950939222,-125.0384659439139,40.34659989779602,-33.41780463098365,22.184613564905064,199.5132947663056,-45.5436361973175,-147.65239513088167,-26.025229366531832,170.48220103777675,93.2706090039468,-81.01807765058064,4.907829610851606,-42.457907550368,38.73281729702588,-130.0326215860708,89.17239193595935,-138.3324215605616,-102.21536473436774,4.34312914342254,-151.23727277778406,21.43880730352184,105.39143249075111,-160.2805093906029,-114.44200777955508,70.5019395156764,39.75854236247495,77.52003538992155,-46.90239838317711,-49.88502052707415,./emotion-fmri-neu/cp008_beta_disgust_congruent_c0.nii.gz,8,disgust,congruent,disgust,anger,1
-873.0983115660889,-166.70292215390768,-147.4102468932944,254.9898388308115,72.71452946342312,-158.1668541894555,155.16989622852978,237.89617104741197,-190.57945590074252,129.8109352940127,138.11550938128033,-196.3424558758951,270.54230700561294,-156.25966822696606,-176.88677597933778,71.816545978419,78.97456369513257,46.84838083097551,-112.30840055526004,-95.40582335618804,-21.6692737018405,113.01872650211936,-177.95721206944577,-46.80308700008018,-54.43150433570205,40.41240432786535,113.23304649482829,86.23320265237003,-142.3178162306893,14.541392571650873,45.46940419329053,83.92808023207955,21.08292060192033,63.94332237254625,-58.87462949067736,-32.516196438179755,63.483176412672336,19.062786919191996,-134.1352126105866,108.43080169761016,21.549769671971596,50.3370532389622,11.757299397334464,-109.66829859194688,84.59512706190114,44.70772406209164,2.3723968921624863,-46.62011047376004,-52.93514692957728,-36.04051324575772,-126.68214702256208,./emotion-fmri-neu/cp008_beta_fear_congruent_c0.nii.gz,8,fear,congruent,fear,anger,1
-777.6658273867619,-449.4811336129022,56.186049055876616,-32.45476570199503,119.23592410323944,-212.8007554151376,-108.15467503069014,119.05676313660844,158.78978003223264,-94.99496725614011,522.1895576873004,-10.627839539520773,47.10343879057047,-71.62604192941414,-104.93863052530872,-157.01048246989234,85.19862481955116,38.20743987710847,-100.06643480845744,40.58336636861716,207.5314752043449,-5.9265124057432095,66.69366425372861,-181.2248248457629,-78.58669580649762,88.8915066171802,127.58248748973192,-144.77393935695227,95.68216458048526,-53.85312125601881,0.4320688516401806,-44.610205584520806,26.89840552515803,-114.2090763804688,-127.12036096764774,22.251883307923347,-11.765862879880324,-124.815585700083,-72.4802374775219,137.7145999201822,57.500988950540965,-138.161632969929,-16.97878437727839,-157.79714309202595,-128.2859463059101,-157.3629800582309,-23.178673484601106,32.74110413238958,-42.73512269238172,27.46389110628864,90.49554266098788,./emotion-fmri-neu/cp004_beta_anger_neutral_c0.nii.gz,4,anger,neutral,anger,fear,1
-769.9798490183559,-156.132737591683,74.05446175001583,-54.05055570135725,-13.149404957226906,-203.19276204336128,22.41987814663953,74.41121526468508,-68.52621475556727,156.83425338024716,154.2569251507947,40.2794242048932,114.9896864863227,-113.0661578658056,298.7897793181319,-106.2147443968235,-44.68247159426844,273.0306825445225,21.06596432813081,-97.01843594463088,-36.27691329944371,77.55666892693115,-6.715107882499263,-116.84304041845428,-202.62420753311991,68.01181225725841,139.69196991563263,-4.547407128839617,1.548805171181716,25.30729983314353,-16.984954917193196,-20.71887799047018,109.50569115423797,229.9195831415277,57.24667594848143,42.67404483854113,106.2015153410836,200.13720863403103,-13.96787044553245,-71.86909035899309,156.4542994566788,84.28660132829852,-0.7949397053147067,46.18394433456156,18.660024092788948,98.51143116977372,43.31452637116996,-18.32229250479023,2.655674872552491,5.7097921715402,125.9385811802927,./emotion-fmri-neu/cp029_beta_anger_neutral_c0.nii.gz,29,anger,neutral,anger,disgust,1
-754.8297573491208,-327.96367637441494,261.53500689128606,-2.598201485196511,-102.4149621054156,-38.09124245655112,-63.37406560025824,186.3746200657007,-164.1386817768738,-32.10896088968937,-9.218764302394746,146.4506287034898,-4.070194223966877,-200.0864172469084,8.595951903495033,-91.09911907258471,-69.36355748303863,-87.49185854516611,-145.5322720159738,30.98670753821518,12.76425165911055,-99.74099531626652,-6.0324488639337925,-78.53452100891961,-76.56947458665557,-75.93790409575958,-13.537839808810912,-86.4454111789979,-50.01610837575867,-91.08179137480067,11.977145863487872,-106.20704687261691,-79.34360190182251,16.836381007664425,-61.30384396866017,-86.72410134933601,186.5963662624604,-86.34643031368073,16.21011475405738,-39.91273312472882,62.978913293091495,-37.144509271792415,84.70280806147822,-74.06651592710362,24.562581033602736,4.8853605154352175,-46.604310579637584,-62.482953135973965,5.241289030620506,-37.3003919359327,-11.537796402518866,./emotion-fmri-neu/cp009_beta_anger_neutral_c0.nii.gz,9,anger,neutral,anger,fear,1
-671.5825230626273,120.78528986429342,-76.26437761450069,90.41993477782582,195.16007611751465,-79.6839365972112,449.5976594822805,140.5066248107173,-269.910695416306,9.462755580666334,-15.335632096208442,189.0005063336341,158.7327355201491,10.26219204397827,-51.82908346339366,-72.67570429763417,-60.98828030607437,-154.99636422535443,11.0044835839873,-2.609833523988415,57.288662309376754,68.00197840908173,-311.74531594525456,-95.86101676264254,-192.84856135147075,10.044369100735205,-136.52328109098383,52.60587453733093,-115.85123663284725,175.75267255743142,-10.598845345917178,-29.135580997301105,-52.39520771730116,-56.38762920455049,257.108987289794,-81.90304919703293,155.64556321469843,64.33612750957889,56.89205314478627,-25.61263298527912,71.14088902087175,44.45970749408575,-109.47111574358668,164.53710654071574,96.77258825163796,37.71133210534153,-34.03311948410912,48.19620860793721,53.71203409685301,178.8514912040288,68.37172595706706,./emotion-fmri-neu/cp024_beta_disgust_neutral_c0.nii.gz,24,disgust,neutral,disgust,anger,1
-635.8398229213218,-103.7585203024432,28.88961194753436,190.23668216122735,23.76852250103652,-104.36868035670317,26.1922854581387,311.60223609402004,-99.44468512240272,74.15291558714615,86.95182052408857,-235.48457896539068,94.63381054134724,-160.93279222863762,-7.413037312819796,118.89192240822577,43.24196281179368,26.49194202058717,1.4856620990162943,-164.96196313549262,-43.94119049332439,-89.23373467150671,-19.09403766646759,-8.233222004493426,135.89287103938477,69.46088208780763,13.493038310514088,77.85144314121345,-80.20988040679569,-85.57727650346266,-127.03656484300112,0.3303635410006299,-44.70711070681818,-169.03727466940288,43.35984563944776,21.335709849558917,-30.485913554834536,174.25863250549614,245.43346554078627,-71.73034920861042,-60.15949678029469,-0.922419315536794,-102.25388551317349,-99.64942050318436,39.89866935925257,33.71908377165878,109.84875878452011,25.953175867951817,-3.880096321265385,-34.28167432867275,33.14581863997061,./emotion-fmri-neu/cp008_beta_disgust_incongruent_c0.nii.gz,8,disgust,incongruent,disgust,anger,1
-624.6867310973422,281.3422022823461,235.9479098661604,215.5976963296052,-251.9829470334766,-216.12825846740645,248.2478822597192,62.10063636552374,-234.42041563106807,8.455243785256055,-215.45179606913013,74.32310316929558,-84.40545602540836,343.4101352387949,-99.56861374857765,-4.625620043945963,-46.91391130023136,-91.21326858730411,-123.95751883079672,-144.04419637809517,128.77702512849115,-43.320969324622446,14.305353535390696,-92.41134408938382,108.04821041229788,-85.35045794895181,-124.845537801291,63.2602747103647,144.53704600556338,44.34181723098335,-41.799874459805736,-123.59701890931544,-162.63803012260635,-6.211514884530126,83.2495957550675,66.77815384178346,-101.20924377754484,58.44077760475616,76.00866199231561,-17.895385830670353,-46.26968485914087,55.57132210532051,-41.63278725555895,42.4244975222507,-69.9637069491636,-76.00469036025189,-41.8509619691535,18.501283510387005,-30.21140356366733,-104.76265348297844,-2.817673302180182,./emotion-fmri-neu/cp013_beta_anger_neutral_c0.nii.gz,13,anger,neutral,anger,fear,1
-616.8689311269944,-14.52629696768103,-169.95937177729573,20.22171037613516,-194.1270258480592,134.70575520120045,200.01113229583487,-84.56138110139655,-201.2528607645191,-183.1661375512295,-17.610357261130304,-177.95516959061413,-114.7402710128426,-187.03827578138836,30.799754873097896,-64.48941906456434,-166.50099012347337,44.51148085730884,26.40985184691928,-82.44993003397832,167.36509268472574,73.04024132855585,-54.117299733813326,32.653713095538365,-71.56512961229178,5.19816196822805,-64.6505806399431,-7.006987375535959,163.5247958298517,-62.34474159767246,34.73044039405457,-20.253710445555612,16.117773835414752,20.544182198456827,-36.26557653409094,88.38135801282513,-5.156674474793854,-80.19807683378167,69.34145396270203,-5.7675780246849335,106.66759243986311,136.37324531430207,-72.86230389791808,39.96139762683219,22.71909935947097,-19.47269058314947,-45.22097062872498,-113.06014262349228,28.65275830047297,-53.05862549734962,69.88165655976779,./emotion-fmri-neu/cp022_beta_fear_neutral_c0.nii.gz,22,fear,neutral,fear,anger,1
-614.9126767558616,176.3804321222665,253.94624263242864,200.18774509488264,-274.17122882669,-69.7490179946091,149.49701568394505,165.5705441056391,-264.42606440519165,22.079167442573628,-68.06057538293261,-39.713511482288425,-65.70230079776127,181.89351894825444,-16.733913973198216,-79.68143447008144,-78.52792271553567,21.785192666418588,-47.49258744203972,-98.27340352685675,61.165643229825946,-164.27434154275392,69.11293488365652,-22.752542656433928,56.147361577352086,9.07789338077744,-130.18687368512946,41.811614364987726,26.540801948191103,66.14855381969298,-16.165215579692692,-72.52051974189219,80.96543936496747,-102.39433962666676,7.326879015892843,62.87695432067459,-22.94513502752227,55.00155415480392,-20.043570351654832,-15.206393282357547,15.041885962628143,-50.91384216687439,68.05158150684903,-51.26220807561239,86.93784594218492,-37.47279686488762,-54.38478442398715,-39.83243840569505,-38.22342142576757,57.83430614386354,-9.313174026587657,./emotion-fmri-neu/cp013_beta_fear_incongruent_c0.nii.gz,13,fear,incongruent,fear,anger,1
