GM Amygdala_centromedial group,GM Amygdala_laterobasal group,GM Amygdala_superficial group,GM Anterior intra-parietal sulcus hIP1,GM Anterior intra-parietal sulcus hIP2,GM Anterior intra-parietal sulcus hIP3,GM Broca's area BA44,GM Broca's area BA45,GM Hippocampus cornu ammonis,GM Hippocampus dentate gyrus,GM Hippocampus entorhinal cortex,GM Hippocampus hippocampal-amygdaloid transition area,GM Hippocampus subiculum,GM Inferior parietal lobule PF,GM Inferior parietal lobule PFcm,GM Inferior parietal lobule PFm,GM Inferior parietal lobule PFop,GM Inferior parietal lobule PFt,GM Inferior parietal lobule PGp,GM Inferior parietal lobule Pga,GM Insula Id1,GM Insula Ig1,GM Insula Ig2,GM Lateral geniculate body,GM Mamillary body,GM Medial geniculate body,GM Premotor cortex BA6,GM Primary auditory cortex TE1.0,GM Primary auditory cortex TE1.1,GM Primary auditory cortex TE1.2,GM Primary motor cortex BA4a,GM Primary motor cortex BA4p,GM Primary somatosensory cortex BA1,GM Primary somatosensory cortex BA2,GM Primary somatosensory cortex BA3a,GM Primary somatosensory cortex BA3b,GM Secondary somatosensory cortex / Parietal operculum OP1,GM Secondary somatosensory cortex / Parietal operculum OP2,GM Secondary somatosensory cortex / Parietal operculum OP3,GM Secondary somatosensory cortex / Parietal operculum OP4,GM Superior parietal lobule 5Ci,GM Superior parietal lobule 5L,GM Superior parietal lobule 5M,GM Superior parietal lobule 7A,GM Superior parietal lobule 7M,GM Superior parietal lobule 7P,GM Superior parietal lobule 7PC,GM Visual cortex V1 BA17,GM Visual cortex V2 BA18,GM Visual cortex V3V,GM Visual cortex V4,GM Visual cortex V5,WM Acoustic radiation,WM Callosal body,WM Cingulum,WM Corticospinal tract,WM Fornix,WM Inferior occipito-frontal fascicle,WM Optic radiation,WM Superior longitudinal fascicle,WM Superior occipito-frontal fascicle,WM Uncinate fascicle,filename,subject,emotion,priming,true_label,predicted_label,error_count
-1.5451558423043803,0.7245814589681684,-1.731974264694045,2.2489951396252086,0.2634532886626614,2.652816999927728,-0.9800974216426078,0.0011496107331438,-1.719588589508095,-3.163518517550495,1.8725206652612831,-1.946492011911604,0.338383688346843,-0.1974320459304484,0.0806695361966402,-0.1199139122857725,-0.3233284816006701,0.389607063428888,1.8966902999061368,1.4035536153766568,-1.6570073079003382,-1.0191370480109518,-1.6502135014588497,-1.9436759965282648,-0.6608636298901551,1.6440919462975123,-1.445499514700537,-1.60676432787587,-0.6022822405143897,-3.7306645167131554,-1.68431404124003,-0.8425179392958548,-0.0428575109097062,-0.4016575332604195,-0.2286424129023583,-0.544802257485593,-1.090488634133192,-0.1027237268904837,-0.5837432456322593,-1.075692695735557,-0.6724429496569984,-1.737402780619735,-1.1049278986143225,-0.0583897038846918,1.1413135758740247,1.6750103564799297,-1.1857434401226183,3.31535780998197,2.044248107366804,2.3391511971442025,4.528039390137657,3.5348399541188944,-3.216581521410473,-1.6592923647670978,-0.9917780612499666,-1.0722890995536845,-3.405079152608563,-2.3914430762553502,0.3152387961012705,0.0611386989313491,-1.0431113603677455,-2.6256156558183013,./emotion-fmri-neu/cp004_beta_fear_neutral_c0.nii.gz,4,fear,neutral,fear,anger,1
-1.4284928728949635,0.5636779848321036,0.5000859121828604,-0.91522158315847,-1.6893396137761023,0.2112413620524658,0.3751838089713593,1.5676725222479089,-2.4655425058542524,-4.474285586369377,1.7359046077054976,0.1238353698670955,-2.286586416614144,-2.2554521642638363,-2.703035067358616,-1.9067969897761183,-1.7441225707445398,-1.2092240538849943,-1.379476331002232,-1.3090552919395957,-3.789582345874926,-2.1983228291495145,-3.2686200215519032,-3.273516899274227,-2.4894909682653004,-1.826062873584724,-1.7886571338503674,-3.3285684003274776,-3.33202179562497,-3.957556897331861,-3.099956873890619,-2.025486175614851,-0.5195204927994481,-1.7924899794610292,-1.2453493505944662,-2.024490789304539,-2.4329526768408134,-1.231495579067311,-0.3794325765341957,-1.0981559868303377,-2.3955875528839816,-1.607744388248708,-2.423313768333557,0.5303725857859272,-1.5113382585533948,2.136813764502555,-0.1162663539636075,1.8418373098248149,0.5987483071292837,3.578526689451505,3.589581007740676,-0.1704680726792104,-3.101769893048362,-1.2299282062533774,-0.456297928167066,-1.1271324120510258,-4.255781662588234,-1.2268737809253316,-1.3112293968575424,-1.1695713888340078,0.3729465866700949,-0.488001234397629,./emotion-fmri-neu/cp020_beta_disgust_incongruent_c0.nii.gz,20,disgust,incongruent,disgust,anger,1
-1.3898646056807822,-0.7728942767010781,-2.121827922756137,0.611531393615851,2.0905442754510952,2.101417287526805,1.1613879768238773,0.7752576507318395,-0.0769804697157607,-0.1719555763165033,-0.9665884668798967,-2.5505731480692875,-0.6641457767250084,0.8456161637920607,-0.2333109999999019,0.6847082050686583,0.543534547380269,1.9398402671347748,0.1911736018550068,-0.331249105944439,-0.7107514527618674,1.031345980411159,0.018241896139254,0.0005105993215604,-3.2239466732889763,-0.7547545806181578,0.9459494759335368,-1.87180129631808,0.250485637756598,-1.0113960906137456,1.2923005654883497,1.8638571097330945,3.3854507536290463,3.8483924548025312,1.0734562619680792,1.9432713782293585,-0.2602396092841923,0.1678795037025582,0.2940159349724227,0.3056049978779228,-0.4186631744799008,0.0763335602474828,-0.3003667858345879,1.50482375562042,-0.797954618490348,1.3932149749091565,3.135796040357577,1.884655304834104,1.4236700662099024,2.503857210927129,2.2382991223058157,2.096675747629645,-0.8231898736654301,0.1687027344779914,-0.4142932519438967,0.4083395105411881,0.3803073569451374,-0.4469280898319813,0.63297884416258,0.663195702749348,-0.0951928375016241,-1.1993828855588242,./emotion-fmri-neu/cp012_beta_disgust_congruent_c0.nii.gz,12,disgust,congruent,disgust,anger,1
-1.2250582915892625,-1.6466584342841712,-2.2807614076977107,-1.3136538345462896,-0.3930086039531449,0.1900602741448397,0.165394002285517,0.4230834636933073,-1.6350279099503915,-1.1170420566457575,-0.8736923864445807,-2.254493717014203,-1.612167382592265,-0.2789149320965176,-0.6533069526011782,-1.7225781792620036,-0.0886709135111475,0.5061758285013014,-0.297958584622307,-2.2862323216137743,-1.6769962551360296,0.2919109042234878,-0.9724425611480628,-0.9727235210543972,-2.805105780195371,-1.7304025341316287,-0.0858199374874474,-1.1234984628776887,-0.4696392512733855,-0.7397540780474158,-0.4342099238283418,-0.8089521905659706,1.7245547959342755,0.8144169232082866,-0.7835985357049567,-0.3350267041470003,-0.1989787720794827,-0.7750382379927679,-0.6375016876380317,-0.1794115495339374,-1.47281700837476,-0.7717196531810456,-1.5480381798043317,0.6405377917880499,-1.369580086698752,2.0441557861043163,1.0462774642945687,6.980306469994623,4.535273050051096,5.120768168074076,4.31083942364234,1.278073690393301,-0.9495345778886408,-1.3418765980833796,-1.314868966950737,-0.4591020016930158,-2.403240384268388,-1.030820737889304,0.3146103044872751,-0.4620594485510795,-1.0100465440767266,-1.163767629403335,./emotion-fmri-neu/cp012_beta_fear_incongruent_c0.nii.gz,12,fear,incongruent,fear,anger,1
-1.0455091438840984,0.9411741002340922,0.2171572084310516,2.697226685193237,3.133821044038512,4.357549942998215,1.9289096131879908,2.2848830952584653,0.7260364066727207,1.8446980274283649,0.4562786061553084,-0.0083010450258152,1.346279435679964,1.1659109063322048,-0.1710314425715781,0.419727442675837,0.941165933006248,2.794232954161693,1.8830238243300024,-0.6808556254331295,-0.283646184282984,-0.0059842717854502,-0.4356766144940646,2.555801238091996,2.153196788858844,2.538202548069917,1.585866528507144,-1.436211262469077,0.0829807250406475,-0.6618136597088066,0.4059902869819529,0.1403107421898917,0.9851664203382334,2.9081270734919262,0.1876809504356714,0.2333660765657167,-0.0279165497108494,-0.8044802082171477,-0.0044359007481415,0.1691191228120826,-0.8444034276775105,1.2122591302091292,-0.8296047239196807,2.8632733502723573,-3.2763220336790977,0.8715015944264123,3.898685363795705,3.4626799981241976,2.6355808547518995,4.1975253036626485,6.023975350657174,5.4837549071208525,-0.5888949139928654,-0.730769652165269,-0.9968228355540538,0.3604746972661024,0.0144637718965174,0.3024118818907431,1.8689924660226949,0.4267881645765196,-0.7546692256345019,-0.3167690314031623,./emotion-fmri-neu/cp002_beta_fear_neutral_c0.nii.gz,2,fear,neutral,fear,disgust,1
-0.9175719812199252,-1.009666565966948,-0.5889378869182698,0.729247044710551,0.4791667010348207,0.5393130254777863,0.1309033795679538,0.3477208475403814,-0.7667683332631993,-0.7553986271574068,-0.4177482732311889,-1.144796564711543,0.6174189313934751,-0.9267659718585192,-1.236573443472143,-0.8465629318334462,-0.4082344633431682,1.3409540903135742,1.8728849547413444,-1.2006498670708774,-1.1554910840106123,-1.3406270026347145,-0.9251268431959632,0.711772511547889,1.0813358313528054,1.1140698137945226,-0.3486791711235507,-1.4177546877676777,-1.2347911890243584,-1.3984158318973563,-1.412760047821194,-0.8738895546554812,0.1799951842419881,1.11956007080491,-0.0110102709275434,-0.3271413107658408,-0.5631905459610173,-0.7240840586934999,-0.2310576300709435,-0.7263345123851922,-0.5003653101300668,-0.158053263416511,0.0776310999610592,0.5928540984947472,3.36067421020498,1.3494178788517452,0.3940008324894121,6.01589629580465,4.997385529144588,3.509542438723438,4.287063390239157,2.933862044298019,-1.208807531969449,-0.8877997775821439,-0.9075519621820765,-0.4738911445804897,-1.1908069977758975,-0.1940042437960065,1.5168581392691638,-0.5095974315347318,-1.0545189302384403,-0.7502205117811449,./emotion-fmri-neu/cp028_beta_disgust_neutral_c0.nii.gz,28,disgust,neutral,disgust,fear,1
-0.907469367124899,-1.6875812804669847,-1.1780762690363502,-0.058749033912087,-0.4592603100044663,1.438133175185534,0.1360608164004592,0.9579913071479662,-1.1056969484160026,-0.6939075344443604,-0.3793746934403421,-0.3876518249477385,0.8319576349283827,-1.7365130835955347,-2.4346481124498545,-1.9221213836704325,-0.8414123671957406,-0.6784386622334574,0.2293023089103917,-1.2878978833462629,-2.047281386082919,-2.2270268225948238,-2.424126539459055,0.1364166950944794,0.0738162968193869,1.8537190737779723,-0.7227230133200203,-3.6863068024262593,-3.001705209364664,-3.0563791143907544,-1.439943749746234,-2.4761108339497584,-0.1640621641757945,-0.0302964243632619,-1.512296187525647,-1.9123955956094931,-2.224612629806995,-1.5809526349575302,-1.5432722625261923,-1.883853982765738,-1.8918303787303656,0.4864113378665657,-1.6243819291034316,0.281672020277766,-3.9849792504084895,-0.2279531593875083,0.7334208947577232,2.6853286672197285,1.7070320257870637,4.29580046765145,5.15475209811499,4.249190533536764,-2.112910694753254,-1.5583155458117373,-0.978433858266926,-1.2176526691358418,-2.301528653525864,-0.574034515756749,0.1158239243052025,-1.397083715057367,-2.583914163269323,-0.6940487765480361,./emotion-fmri-neu/cp021_beta_anger_neutral_c0.nii.gz,21,anger,neutral,anger,fear,1
-0.8964189601140881,-1.8086992543365803,-1.8599221868923543,-0.4203927221636095,-1.527522475840984,0.2356405252214721,-0.2858353026840071,-0.2380050979490991,-2.243314388595353,-2.133659037553789,-1.883795735133288,0.3294388192553145,-3.1061885083871346,-0.4718869429233585,-0.934158221448844,-2.066468205637146,-0.2439937718500418,-0.1317878325437463,-0.5931903942340133,-2.0756693341741657,-2.259977363626167,-1.0737708637881884,-1.5628858864726,-1.8374395882628232,0.4786315310787066,0.1702085911934764,-2.4523041607771865,-1.6213534349468013,-2.7869764090639206,-2.2730023904138994,-1.5287658502342594,-2.215788039498888,-0.3108887232020892,-0.962197289430693,-1.3501987900303158,-1.6298462913413037,-1.3820458263746938,-0.3019947910847197,-0.3751262833167222,-1.3151141704131908,-2.58085292940243,-1.9991476732866769,-3.308008127198662,-2.280784898056201,-6.305901142352767,-3.143347320687844,-1.5696462314377049,-1.1583553187863234,-1.0767788564315068,1.8336079104774263,1.825509786231456,1.846210760540732,-0.878438972185928,-1.061229426003795,-2.276119944381279,-0.556716825535664,-1.189526340215472,-1.0645617196429458,-0.9977214070256432,0.5284697246585638,0.3121056746437878,-0.9028234885966936,./emotion-fmri-neu/cp008_beta_anger_neutral_c0.nii.gz,8,anger,neutral,anger,disgust,1
-0.8882158632477032,0.036193561216409,-0.7511056558424116,1.4184106077398713,2.377762815198939,3.2323984481086327,0.8489990899353677,0.8250876255369243,-0.0703055874779827,0.7037230860391489,-0.1057570283881239,-1.6855863584106103,0.5483294206123285,0.4986060891137883,-0.0027116630372357,0.8836797149676215,1.1686091578496267,2.532725061021893,0.0642022110776619,0.3083056225728404,0.2993061570335529,-0.4595284329827891,0.0234442704529506,0.6431359337406567,0.4610519151728779,0.90851185368802,1.434851140056756,-0.1601573119230766,0.2567936681636633,-0.4846027193748753,0.2825048191533911,0.4928967873390708,1.740431959217014,2.753259519596627,0.0494843557268177,0.644433721352166,0.9230311224457112,-0.5842933506770019,-0.184806058966693,0.1163463467241766,-1.900083373483793,1.0228364979678832,-2.088394919285463,1.6264850988275308,-4.175886943687972,-0.8332319770962744,3.7563569552155305,2.750545028724284,1.483083835387084,4.312353209478089,6.081958888394274,3.770235952108134,-0.1441488490383205,-1.3912728070136475,-1.7735465068309009,-0.186328892556814,-0.4982743747417893,-0.1352549597583076,1.3227221749711622,-0.518627675835937,-1.3403316291779377,-0.149697797071101,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent,anger,disgust,1
-0.8708725979532825,-0.0038754851544533,-0.6491027550064284,0.2686977827874696,0.6613922655217519,0.2062119091697003,0.5785203766117993,0.729575969740864,-0.2310476217620437,-0.2511633072457855,-0.2882942526907502,-0.1691462268969174,0.4462702730859119,-0.57488849442524,-1.2613798504659024,-1.0000933573082729,0.7344546898393969,1.7490955432545034,1.2408403521496298,-1.9184905982720293,-0.6400364703788763,-1.136536368707561,-1.755710275309543,1.3634656785753936,0.5481719171064149,0.8338846503661372,-0.7291176926663521,-2.313132518195428,-2.2771567177050303,-1.802621071409154,-1.37287570979449,-0.9481298823326192,0.099438013040194,1.0906307772762394,-0.3135533244722026,-0.7184836058748456,-0.9185317657079982,-1.103924888668951,-0.3402165702027329,-0.7772290482110118,-0.4504364184181587,-0.8477845994546823,-0.8023624817173118,-0.9644529080054928,-0.7796467588226311,-0.3320207463835337,0.590501763758695,6.014122072012793,4.691981918365711,4.807140050552534,5.187418373984846,3.080581958324553,-1.3145624531994742,-0.3439654072988184,-0.8730364716345503,-0.225258946377503,-0.7647065556281829,-0.279157581050355,1.4369120139173757,-0.3481816202196528,-0.4727116857271086,-0.652084302900454,./emotion-fmri-neu/cp028_beta_anger_neutral_c0.nii.gz,28,anger,neutral,anger,fear,1
