Feat 1,Feat 2,Feat 3,Feat 4,Feat 5,Feat 6,Feat 7,Feat 8,Feat 9,Feat 10,Feat 11,Feat 12,Feat 13,Feat 14,Feat 15,Feat 16,Feat 17,Feat 18,Feat 19,Feat 20,Feat 21,Feat 22,Feat 23,Feat 24,Feat 25,Feat 26,Feat 27,Feat 28,Feat 29,Feat 30,Feat 31,Feat 32,Feat 33,Feat 34,Feat 35,Feat 36,Feat 37,Feat 38,Feat 39,Feat 40,Feat 41,Feat 42,Feat 43,Feat 44,Feat 45,Feat 46,Feat 47,Feat 48,Feat 49,Feat 50,Feat 51,filename,subject,emotion,priming,true_label,predicted_label,error_count
-1253.7494014262472,-170.62653609498287,7.926803018474695,226.46272837526809,-41.263528260041234,121.4089161634013,205.6288439127229,373.0280329948844,-43.86196847754011,278.0437533829406,-20.176738874271063,-376.26886677214526,32.14298345624662,-102.00068599784218,-190.9401527369176,19.587177537097645,-6.641561628173118,-42.78117899238471,18.75695043151737,-108.34539466063757,-141.91859644172516,168.86400950939222,-125.0384659439139,40.34659989779602,-33.41780463098365,22.184613564905064,199.5132947663056,-45.5436361973175,-147.65239513088167,-26.025229366531832,170.48220103777675,93.2706090039468,-81.01807765058064,4.907829610851606,-42.457907550368,38.73281729702588,-130.0326215860708,89.17239193595935,-138.3324215605616,-102.21536473436774,4.34312914342254,-151.23727277778406,21.43880730352184,105.39143249075111,-160.2805093906029,-114.44200777955508,70.5019395156764,39.75854236247495,77.52003538992155,-46.90239838317711,-49.88502052707415,./emotion-fmri-neu/cp008_beta_disgust_congruent_c0.nii.gz,8,disgust,congruent,congruent,neutral,1
-1239.361791800399,-436.54191005130593,525.7232784970643,332.228596316909,73.71156873396049,196.3376948031034,229.57309086461507,279.67893662722696,147.46122632198782,319.0389059578975,-424.6563855632947,59.22605418443839,-146.69680168139544,-115.60119041515244,63.03050193824079,30.970769172122303,359.36132766919786,161.24750799709406,198.88659903614905,259.86401902198673,32.122180623029244,310.45607311066937,135.05231079305375,147.00028281368657,-96.77482184778354,-9.808508231972093,-94.70975669445296,-18.86678634822366,304.9959203127092,133.4774781763382,3.1022546139906315,-80.47408452333443,122.17486571017255,65.91746698686251,41.28946717231543,-0.0277926558926608,-11.562637246109734,-59.48244530965499,-29.08598703318684,64.5088999803916,-36.585354034287526,-38.51348918486048,-51.06656042740941,-23.2671301756606,-29.74763677888391,7.6018946661396996,-10.407208356685178,27.643307590234663,-12.115093663667476,80.21557504032461,-15.858757093389077,./emotion-fmri-neu/cp020_beta_fear_congruent_c0.nii.gz,20,fear,congruent,congruent,incongruent,1
-899.4391784579868,-358.3610477511654,-223.4271571060066,54.40375368432797,33.023594063250954,-304.45216874616915,15.327475304368736,192.05890762214813,96.78014174066384,27.34171614958203,556.735351800456,-82.06616358084197,39.964082023840895,54.28572732041369,-148.70360290230124,-144.93690176521935,-5.151063708152102,56.0405889843828,-21.039380925320025,165.82440233916898,166.3945060647208,159.39893759394974,9.95693252757444,-251.0302132463876,-55.16574610271147,115.93822035459849,-145.49567406532077,-58.74488595711156,84.65432348321411,164.14855609458783,-75.65879397037806,-133.0902645318253,37.61173451698362,-17.87952029310281,-22.8981360343515,-88.15349973687914,-66.31736932150866,28.590726882971484,-37.121419495059065,34.31543381972738,-80.06812709996127,154.90131909154272,74.33748473119795,65.40361387995597,129.5869741489894,16.886294760057837,-89.29779056392893,70.1919193914357,-49.77900359404718,9.354575940994945,-97.72301009330108,./emotion-fmri-neu/cp004_beta_disgust_neutral_c0.nii.gz,4,disgust,neutral,neutral,incongruent,1
-873.0983115660889,-166.70292215390768,-147.4102468932944,254.9898388308115,72.71452946342312,-158.1668541894555,155.16989622852978,237.89617104741197,-190.57945590074252,129.8109352940127,138.11550938128033,-196.3424558758951,270.54230700561294,-156.25966822696606,-176.88677597933778,71.816545978419,78.97456369513257,46.84838083097551,-112.30840055526004,-95.40582335618804,-21.6692737018405,113.01872650211936,-177.95721206944577,-46.80308700008018,-54.43150433570205,40.41240432786535,113.23304649482829,86.23320265237003,-142.3178162306893,14.541392571650873,45.46940419329053,83.92808023207955,21.08292060192033,63.94332237254625,-58.87462949067736,-32.516196438179755,63.483176412672336,19.062786919191996,-134.1352126105866,108.43080169761016,21.549769671971596,50.3370532389622,11.757299397334464,-109.66829859194688,84.59512706190114,44.70772406209164,2.3723968921624863,-46.62011047376004,-52.93514692957728,-36.04051324575772,-126.68214702256208,./emotion-fmri-neu/cp008_beta_fear_congruent_c0.nii.gz,8,fear,congruent,congruent,neutral,1
-836.7184066239992,-426.5833924704749,-133.0351313130701,-157.9239972116927,201.2800703866345,-370.11431827976014,-102.14604582502736,388.4405694949604,82.2561660265683,-129.03188523181265,129.98590531997647,1.3029097482506062,-22.00023915988124,17.49124105623859,484.3962302238021,-215.38317965439407,291.8949261520164,-239.0937873620231,317.8376576905224,74.19615592848439,89.8925069069551,-79.18385027402796,41.65731991595627,51.68898295621138,79.77979301526472,-57.6176952627125,-21.24995739117468,217.9198208980704,-251.5912672051089,155.8544247402523,-18.51849008611056,25.26245404119689,-191.7760892458072,-54.48549030132061,72.37117207554839,-50.12239290979558,41.22038159232171,-34.645771187352345,-94.9822174889662,-27.574500755767083,-214.09241983313143,-81.99881517274511,2.357524384240738,-19.393999788293144,68.05950381007557,64.65875308825869,52.76047855362918,-86.65904786898454,59.28098416435407,18.39979703052492,68.71319435998373,./emotion-fmri-neu/cp020_beta_disgust_neutral_c0.nii.gz,20,disgust,neutral,neutral,incongruent,1
-777.6658273867619,-449.4811336129022,56.186049055876616,-32.45476570199503,119.23592410323944,-212.8007554151376,-108.15467503069014,119.05676313660844,158.78978003223264,-94.99496725614011,522.1895576873004,-10.627839539520773,47.10343879057047,-71.62604192941414,-104.93863052530872,-157.01048246989234,85.19862481955116,38.20743987710847,-100.06643480845744,40.58336636861716,207.5314752043449,-5.9265124057432095,66.69366425372861,-181.2248248457629,-78.58669580649762,88.8915066171802,127.58248748973192,-144.77393935695227,95.68216458048526,-53.85312125601881,0.4320688516401806,-44.610205584520806,26.89840552515803,-114.2090763804688,-127.12036096764774,22.251883307923347,-11.765862879880324,-124.815585700083,-72.4802374775219,137.7145999201822,57.500988950540965,-138.161632969929,-16.97878437727839,-157.79714309202595,-128.2859463059101,-157.3629800582309,-23.178673484601106,32.74110413238958,-42.73512269238172,27.46389110628864,90.49554266098788,./emotion-fmri-neu/cp004_beta_anger_neutral_c0.nii.gz,4,anger,neutral,neutral,incongruent,1
-769.9798490183559,-156.132737591683,74.05446175001583,-54.05055570135725,-13.149404957226906,-203.19276204336128,22.41987814663953,74.41121526468508,-68.52621475556727,156.83425338024716,154.2569251507947,40.2794242048932,114.9896864863227,-113.0661578658056,298.7897793181319,-106.2147443968235,-44.68247159426844,273.0306825445225,21.06596432813081,-97.01843594463088,-36.27691329944371,77.55666892693115,-6.715107882499263,-116.84304041845428,-202.62420753311991,68.01181225725841,139.69196991563263,-4.547407128839617,1.548805171181716,25.30729983314353,-16.984954917193196,-20.71887799047018,109.50569115423797,229.9195831415277,57.24667594848143,42.67404483854113,106.2015153410836,200.13720863403103,-13.96787044553245,-71.86909035899309,156.4542994566788,84.28660132829852,-0.7949397053147067,46.18394433456156,18.660024092788948,98.51143116977372,43.31452637116996,-18.32229250479023,2.655674872552491,5.7097921715402,125.9385811802927,./emotion-fmri-neu/cp029_beta_anger_neutral_c0.nii.gz,29,anger,neutral,neutral,congruent,1
-635.8398229213218,-103.7585203024432,28.88961194753436,190.23668216122735,23.76852250103652,-104.36868035670317,26.1922854581387,311.60223609402004,-99.44468512240272,74.15291558714615,86.95182052408857,-235.48457896539068,94.63381054134724,-160.93279222863762,-7.413037312819796,118.89192240822577,43.24196281179368,26.49194202058717,1.4856620990162943,-164.96196313549262,-43.94119049332439,-89.23373467150671,-19.09403766646759,-8.233222004493426,135.89287103938477,69.46088208780763,13.493038310514088,77.85144314121345,-80.20988040679569,-85.57727650346266,-127.03656484300112,0.3303635410006299,-44.70711070681818,-169.03727466940288,43.35984563944776,21.335709849558917,-30.485913554834536,174.25863250549614,245.43346554078627,-71.73034920861042,-60.15949678029469,-0.922419315536794,-102.25388551317349,-99.64942050318436,39.89866935925257,33.71908377165878,109.84875878452011,25.953175867951817,-3.880096321265385,-34.28167432867275,33.14581863997061,./emotion-fmri-neu/cp008_beta_disgust_incongruent_c0.nii.gz,8,disgust,incongruent,incongruent,neutral,1
-624.6867310973422,281.3422022823461,235.9479098661604,215.5976963296052,-251.9829470334766,-216.12825846740645,248.2478822597192,62.10063636552374,-234.42041563106807,8.455243785256055,-215.45179606913013,74.32310316929558,-84.40545602540836,343.4101352387949,-99.56861374857765,-4.625620043945963,-46.91391130023136,-91.21326858730411,-123.95751883079672,-144.04419637809517,128.77702512849115,-43.320969324622446,14.305353535390696,-92.41134408938382,108.04821041229788,-85.35045794895181,-124.845537801291,63.2602747103647,144.53704600556338,44.34181723098335,-41.799874459805736,-123.59701890931544,-162.63803012260635,-6.211514884530126,83.2495957550675,66.77815384178346,-101.20924377754484,58.44077760475616,76.00866199231561,-17.895385830670353,-46.26968485914087,55.57132210532051,-41.63278725555895,42.4244975222507,-69.9637069491636,-76.00469036025189,-41.8509619691535,18.501283510387005,-30.21140356366733,-104.76265348297844,-2.817673302180182,./emotion-fmri-neu/cp013_beta_anger_neutral_c0.nii.gz,13,anger,neutral,neutral,incongruent,1
-604.1592966840072,109.94995581823196,-149.85999739303392,-29.536518645873585,-60.00865454774731,168.92244536370453,221.5169476359528,-73.11779875891952,-151.07288289434032,-63.71067548644003,47.15780479095533,-6.9624265410391,66.83171136336681,-150.77485812771272,116.52233097729729,-74.47498411630018,-224.7578817797389,104.14799679331315,118.95181569914274,-99.91230201175068,63.67595852333648,47.1757703339466,67.78547487140669,34.59180485612659,-77.06829975503143,25.49700843874428,-89.18664994038072,-77.56880772865998,140.7034992999747,27.931856877108245,-92.00660968869936,21.700956896794324,-11.428684146499023,5.062816437339717,9.781076160878824,161.52380466589372,-16.62241051674064,-2.393827712069859,-9.305879791332307,13.144994684577297,7.75756195904788,44.17976425785031,15.381143713157211,-36.35944055023961,-22.500862378805724,-129.14395034639296,-58.81052180210799,-123.54296087338032,-122.18089585365816,-39.51004894728057,-86.68722593763005,./emotion-fmri-neu/cp022_beta_fear_incongruent_c0.nii.gz,22,fear,incongruent,incongruent,neutral,1
