Unnamed: 0,congruent,incongruent,neutral
b'7Networks_LH_Vis_1',-0.1404582874743668,-0.1084752005307891,0.2489334880051573
b'7Networks_LH_Vis_2',0.1327060302276746,-0.1847021932825042,0.0519961630548289
b'7Networks_LH_Vis_3',-0.0349307669397375,0.1233074704724339,-0.0883767035326957
b'7Networks_LH_Vis_4',-0.1245710022141487,0.1060668212539782,0.0185041809601716
b'7Networks_LH_Vis_5',0.025516798605672,0.0926096883759818,-0.1181264869816523
b'7Networks_LH_Vis_6',0.133982300307013,0.2108249033272316,-0.3448072036342436
b'7Networks_LH_Vis_7',-0.74230860684318,-0.1557111186101821,0.8980197254533671
b'7Networks_LH_Vis_8',0.224414518742187,0.0728167397916616,-0.2972312585338477
b'7Networks_LH_Vis_9',-0.0262660951402508,-0.0328757181419252,0.0591418132821752
b'7Networks_LH_SomMot_1',0.3490788808850121,-0.2161399840742047,-0.1329388968108069
b'7Networks_LH_SomMot_2',0.6432315091559031,-0.6557975914872836,0.0125660823313814
b'7Networks_LH_SomMot_3',0.0901514173815601,-0.1092270263550749,0.0190756089735153
b'7Networks_LH_SomMot_4',-0.050078665808979,0.0761327132780753,-0.0260540474690968
b'7Networks_LH_SomMot_5',-0.2327246587997876,0.119597433956911,0.1131272248428774
b'7Networks_LH_SomMot_6',0.0251085738852441,-0.2678186513892565,0.242710077504014
b'7Networks_LH_DorsAttn_Post_1',1.0964414486540293,-0.4183492392707002,-0.6780922093833218
b'7Networks_LH_DorsAttn_Post_2',0.5157403411393562,-0.3647267414531133,-0.1510135996862458
b'7Networks_LH_DorsAttn_Post_3',-0.3133104642008347,0.3684124003128249,-0.0551019361119894
b'7Networks_LH_DorsAttn_Post_4',0.1093216934506872,-0.4579252419375482,0.3486035484868631
b'7Networks_LH_DorsAttn_Post_5',0.1100722765167915,0.0111858954657989,-0.1212581719825915
b'7Networks_LH_DorsAttn_Post_6',-0.4540774953750371,0.3518418003616044,0.1022356950134335
b'7Networks_LH_DorsAttn_PrCv_1',-0.2151061413761668,0.3058177903546565,-0.0907116489784917
b'7Networks_LH_DorsAttn_FEF_1',0.1689411861574692,-0.0893565886600946,-0.0795845974973737
b'7Networks_LH_SalVentAttn_ParOper_1',0.3000219581640749,-0.3450288842399299,0.0450069260758538
b'7Networks_LH_SalVentAttn_FrOperIns_1',0.5734937085935796,0.0759267278561875,-0.649420436449777
b'7Networks_LH_SalVentAttn_FrOperIns_2',-0.1711177464569532,0.131793125626675,0.0393246208302783
b'7Networks_LH_SalVentAttn_PFCl_1',-0.1571783350640424,0.1377042674610303,0.0194740676030098
b'7Networks_LH_SalVentAttn_Med_1',-0.0914573489089846,-0.1955778733787659,0.287035222287749
b'7Networks_LH_SalVentAttn_Med_2',-0.4912507281137163,0.6363396893302162,-0.1450889612164984
b'7Networks_LH_SalVentAttn_Med_3',-0.0878955816612974,-0.1157938416673444,0.2036894233286428
b'7Networks_LH_Limbic_OFC_1',0.0699382985753242,0.1657457588991924,-0.2356840574745162
b'7Networks_LH_Limbic_TempPole_1',0.0458443590868384,0.1485124115394805,-0.1943567706263171
b'7Networks_LH_Limbic_TempPole_2',0.1479052068073207,-0.0595780125249219,-0.088327194282397
b'7Networks_LH_Cont_Par_1',-0.0731088681651289,-0.1570711950639728,0.2301800632291014
b'7Networks_LH_Cont_PFCl_1',-0.5990112131961549,0.3351560276249813,0.2638551855711821
b'7Networks_LH_Cont_pCun_1',-0.2053312786563587,0.1392314922110988,0.0660997864452597
b'7Networks_LH_Cont_Cing_1',0.2150352186631349,-0.1347279222883913,-0.0803072963747442
b'7Networks_LH_Default_Temp_1',-0.2830542437009289,0.3216619295883255,-0.0386076858873977
b'7Networks_LH_Default_Temp_2',0.1888357514240188,-0.0679845072076153,-0.120851244216402
b'7Networks_LH_Default_Par_1',-0.60189925340431,-0.2381992334022583,0.8400984868065671
b'7Networks_LH_Default_Par_2',0.3829910078199164,-0.3597130981086333,-0.0232779097112824
b'7Networks_LH_Default_PFC_1',-0.3050171041300398,0.2819489372670603,0.0230681668629806
b'7Networks_LH_Default_PFC_2',0.1208402556057405,-0.2256559287083803,0.1048156731026406
b'7Networks_LH_Default_PFC_3',0.2588035154141689,-0.2308147819173761,-0.0279887334967937
b'7Networks_LH_Default_PFC_4',0.0441660455695476,-0.1195692914288144,0.0754032458592625
b'7Networks_LH_Default_PFC_5',-0.2409886501478841,-0.0983522041037161,0.3393408542515999
b'7Networks_LH_Default_PFC_6',0.1688310624910406,-0.2082114881003913,0.0393804256093519
b'7Networks_LH_Default_PFC_7',0.6044973733983366,-0.1301067451909519,-0.4743906282073892
b'7Networks_LH_Default_pCunPCC_1',-0.4906720731820727,0.6421133734890601,-0.1514413003069876
b'7Networks_LH_Default_pCunPCC_2',-0.3510005237625561,-0.1041167869423844,0.4551173107049407
b'7Networks_RH_Vis_1',-0.1590393259552739,0.0572295003379377,0.1018098256173377
b'7Networks_RH_Vis_2',0.0104814483063922,0.1875118814436406,-0.1979933297500319
b'7Networks_RH_Vis_3',0.3780056635768079,-0.4540059652932212,0.0760003017164163
b'7Networks_RH_Vis_4',-0.1151022663677617,0.2844441330162841,-0.1693418666485215
b'7Networks_RH_Vis_5',-0.3793820655497953,0.024262460125438,0.3551196054243565
b'7Networks_RH_Vis_6',-0.1783056161316464,0.1182390167147901,0.0600665994168568
b'7Networks_RH_Vis_7',0.2459042663794842,0.0092902311015249,-0.25519449748101
b'7Networks_RH_Vis_8',-0.0709979120188991,-0.0485254445556092,0.119523356574509
b'7Networks_RH_SomMot_1',-0.3095360690550289,0.207343741648328,0.1021923274067005
b'7Networks_RH_SomMot_2',-0.0009931081797097,-0.3093823242398634,0.3103754324195745
b'7Networks_RH_SomMot_3',-0.2443709533126075,0.3151115524633668,-0.0707405991507593
b'7Networks_RH_SomMot_4',0.0667026861094416,0.4198981254873756,-0.4866008115968184
b'7Networks_RH_SomMot_5',0.1558013049768815,0.0486843693842514,-0.2044856743611382
