Unnamed: 0,congruent,incongruent,neutral
b'7Networks_RH_SomMot_6',0.0375851269632551,-9.633508352522855e-05,-0.0374887918797293
b'7Networks_RH_SomMot_7',0.3146942835492744,-0.0245495942480903,-0.2901446893011822
b'7Networks_RH_SomMot_8',0.3396727694815336,-0.1491142346092066,-0.1905585348723262
b'7Networks_RH_DorsAttn_Post_1',-0.4911543441933156,-0.5391912968532987,1.030345641046607
b'7Networks_RH_DorsAttn_Post_2',0.2306366503880529,-0.1050932714088457,-0.1255433789792072
b'7Networks_RH_DorsAttn_Post_3',-0.1836968987241511,0.2287554306566903,-0.0450585319325398
b'7Networks_RH_DorsAttn_Post_4',0.4248769998907233,-0.1204872738909291,-0.3043897259997901
b'7Networks_RH_DorsAttn_Post_5',0.1312125708273019,-0.3759082661233739,0.2446956952960724
b'7Networks_RH_DorsAttn_PrCv_1',0.0064465863472598,0.3936584989169892,-0.400105085264249
b'7Networks_RH_DorsAttn_FEF_1',-0.0445814431255148,-0.1680075604395862,0.2125890035650993
b'7Networks_RH_SalVentAttn_TempOccPar_1',0.1580839801239658,-0.3765950383100093,0.2185110581860428
b'7Networks_RH_SalVentAttn_TempOccPar_2',0.0384845035601914,0.2364352930158843,-0.2749197965760762
b'7Networks_RH_SalVentAttn_FrOperIns_1',0.1673812375157696,0.1461401948466353,-0.3135214323624066
b'7Networks_RH_SalVentAttn_Med_1',0.1285684223419786,0.0815098911570587,-0.2100783134990383
b'7Networks_RH_SalVentAttn_Med_2',0.0504667356455762,-0.1073785445596851,0.0569118089141077
b'7Networks_RH_Limbic_OFC_1',0.2916362219824632,0.0005860781658936,-0.2922223001483586
b'7Networks_RH_Limbic_TempPole_1',-0.136238701010159,0.5115613076640999,-0.3753226066539426
b'7Networks_RH_Cont_Par_1',-0.1269513537566223,0.1342343324939197,-0.0072829787372966
b'7Networks_RH_Cont_Par_2',0.3650108050853339,-0.2808118036604253,-0.0841990014249128
b'7Networks_RH_Cont_PFCl_1',0.3558244121059054,-0.0005092030338693,-0.3553152090720376
b'7Networks_RH_Cont_PFCl_2',-0.6365401212564226,0.589972308705662,0.0465678125507574
b'7Networks_RH_Cont_PFCl_3',0.4389131108000582,-0.1181742866798248,-0.3207388241202341
b'7Networks_RH_Cont_PFCl_4',-0.248156815628433,0.0348392062698516,0.2133176093585833
b'7Networks_RH_Cont_Cing_1',0.1451105141822675,-0.0324084338060883,-0.1127020803761795
b'7Networks_RH_Cont_PFCmp_1',0.0507680505663913,-0.2052853476962319,0.1545172971298403
b'7Networks_RH_Cont_pCun_1',-0.0805937115946908,-0.0764280564786406,0.1570217680733306
b'7Networks_RH_Default_Par_1',0.0633239833648629,0.0293270724596156,-0.0926510558244796
b'7Networks_RH_Default_Temp_1',-0.2127296814083827,0.3228025548889072,-0.1100728734805239
b'7Networks_RH_Default_Temp_2',0.2352558292473591,-0.5284303231397894,0.2931744938924311
b'7Networks_RH_Default_Temp_3',0.2163080758943333,0.2046190290374429,-0.4209271049317763
b'7Networks_RH_Default_PFCv_1',-0.0031939871431146,-0.0364264913106504,0.0396204784537665
b'7Networks_RH_Default_PFCv_2',-0.4087025449819043,0.2805192666590495,0.1281832783228543
b'7Networks_RH_Default_PFCdPFCm_1',-0.2205993757414235,-0.0722751766190222,0.2928745523604451
b'7Networks_RH_Default_PFCdPFCm_2',-0.2177206813348399,-0.015077909612578,0.2327985909474182
b'7Networks_RH_Default_PFCdPFCm_3',0.2915521938417665,-0.1856240536170296,-0.1059281402247372
b'7Networks_RH_Default_pCunPCC_1',-0.213786426118834,-0.2020841507640743,0.4158705768829077
b'7Networks_RH_Default_pCunPCC_2',0.0851735622936497,-0.0343616743001326,-0.0508118879935155
subject,-0.0486701161726907,0.0090956999731988,0.0395744161994942
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
