,anger,disgust,fear
b'7Networks_LH_Vis_1',-0.33339277495552233,-0.29269249378560325,0.6260852687411134
b'7Networks_LH_Vis_2',-0.1999386660299824,0.1672834009775077,0.03265526505246766
b'7Networks_LH_Vis_3',0.5635524428128951,-0.4890325056185947,-0.0745199371942914
b'7Networks_LH_Vis_4',0.2571874357109488,-0.329666623601962,0.07247918789100613
b'7Networks_LH_Vis_5',-0.292771950224259,-0.020202907789133612,0.3129748580133888
b'7Networks_LH_Vis_6',-0.2128104115732065,0.3430726181826751,-0.13026220660945464
b'7Networks_LH_Vis_7',0.11572306332780209,0.13790643723487805,-0.25362950056266986
b'7Networks_LH_Vis_8',-0.7234257108337663,0.5119404074919702,0.2114853033418003
b'7Networks_LH_Vis_9',-0.19900498220189017,0.10939393290102316,0.08961104930086375
b'7Networks_LH_SomMot_1',-0.010518640022015899,-0.05125369334657849,0.06177233336859691
b'7Networks_LH_SomMot_2',-0.13905397609355666,0.1406927075428181,-0.0016387314492543048
b'7Networks_LH_SomMot_3',0.25398075235317874,-0.13416778961798315,-0.11981296273520542
b'7Networks_LH_SomMot_4',-0.3044259970792727,-0.06280182064457784,0.3672278177238494
b'7Networks_LH_SomMot_5',-0.30394359076237837,-0.030202827983537003,0.3341464187458953
b'7Networks_LH_SomMot_6',0.01405487996771157,-0.005856017729236852,-0.008198862238478655
b'7Networks_LH_DorsAttn_Post_1',-0.1855713392459319,0.5525758027507182,-0.3670044635048013
b'7Networks_LH_DorsAttn_Post_2',-0.1777987134078971,-0.16597443118281877,0.34377314459071984
b'7Networks_LH_DorsAttn_Post_3',0.32733481836984846,-0.2597035283590836,-0.06763129001076955
b'7Networks_LH_DorsAttn_Post_4',0.18032171706852526,0.019220453616017985,-0.19954217068454413
b'7Networks_LH_DorsAttn_Post_5',-0.5821403089943215,0.04850368038780328,0.5336366286065221
b'7Networks_LH_DorsAttn_Post_6',0.3974844810226632,-0.00552896940645875,-0.3919555116162141
b'7Networks_LH_DorsAttn_PrCv_1',-0.04246203209801706,0.045967332673092866,-0.0035053005750776273
b'7Networks_LH_DorsAttn_FEF_1',0.19088473747210472,-0.1909396753638684,5.493789177540842e-05
b'7Networks_LH_SalVentAttn_ParOper_1',0.012865363375959966,-0.03646013610192245,0.023594772725949967
b'7Networks_LH_SalVentAttn_FrOperIns_1',-0.13265251288941346,-0.02631500707062384,0.1589675199600345
