,anger,disgust,fear
Left Cuneal Cortex,-0.44235416536044514,0.33182609368235094,0.11052807167809026
Right Cuneal Cortex,0.07756947385357699,0.15320082564398682,-0.23077029949756087
Left Frontal Orbital Cortex,-0.3718833283219283,0.3422108259879708,0.029672502333963756
Right Frontal Orbital Cortex,0.008625773395702988,-0.1610376198177078,0.15241184642199918
"Left Parahippocampal Gyrus, anterior division",0.061945776296039534,-0.330344426344506,0.2683986500484738
"Right Parahippocampal Gyrus, anterior division",0.3804679056429012,-0.07389118969368237,-0.3065767159492363
"Left Parahippocampal Gyrus, posterior division",-0.17624198870176794,-0.042596876399209116,0.21883886510097206
"Right Parahippocampal Gyrus, posterior division",0.003163516923931603,-0.08376266960542114,0.08059915268149034
Left Lingual Gyrus,0.7564103165474692,-0.5144532850693783,-0.24195703147808906
Right Lingual Gyrus,-0.09953003084642494,0.2736939444410887,-0.17416391359466335
"Left Temporal Fusiform Cortex, anterior division",0.04022437819040769,-0.17918223336910857,0.13895785517871329
"Right Temporal Fusiform Cortex, anterior division",-0.2372204682290734,0.15446274708881702,0.08275772114024997
"Left Temporal Fusiform Cortex, posterior division",-0.3292922283703608,-0.1556471054934285,0.4849393338637853
"Right Temporal Fusiform Cortex, posterior division",-0.3257283663876263,0.33045271366182744,-0.004724347274187135
Left Temporal Occipital Fusiform Cortex,0.07100230520437681,-0.06559942744807529,-0.0054028777563026945
Right Temporal Occipital Fusiform Cortex,-0.10779188329069503,-0.1782069660583885,0.2859988493490776
Left Occipital Fusiform Gyrus,-0.7139499416388853,0.4623012177000817,0.2516487239387949
Right Occipital Fusiform Gyrus,0.30693977592326643,-0.28612714162965336,-0.020812634293621624
Left Frontal Operculum Cortex,0.19031566189460875,-0.06894432800001829,-0.1213713338945863
Right Frontal Operculum Cortex,0.08620490780969771,0.11095240251945615,-0.19715731032915623
Left Central Opercular Cortex,0.16399288948369822,-0.03523688019890544,-0.12875600928479264
Right Central Opercular Cortex,0.17165094797926156,0.6907721314104166,-0.8624230793896706
Left Parietal Operculum Cortex,-0.3629308162641756,-0.07182738831931915,0.4347582045834867
Right Parietal Operculum Cortex,0.161701623189791,0.03986124904875782,-0.20156287223854658
Left Planum Polare,-0.6725029200629058,0.5106453485678271,0.1618575714951041
Right Planum Polare,0.03424540341944743,-0.10638742301799062,0.07214201959855321
Left Heschl's Gyrus (includes H1 and H2),0.15275787797811682,0.1288380648503556,-0.28159594282849104
