Feat 1,Feat 2,Feat 3,Feat 4,Feat 5,Feat 6,Feat 7,Feat 8,Feat 9,Feat 10,Feat 11,Feat 12,Feat 13,Feat 14,Feat 15,Feat 16,Feat 17,Feat 18,Feat 19,Feat 20,Feat 21,Feat 22,Feat 23,Feat 24,Feat 25,Feat 26,Feat 27,Feat 28,Feat 29,Feat 30,Feat 31,Feat 32,Feat 33,Feat 34,Feat 35,Feat 36,Feat 37,Feat 38,Feat 39,Feat 40,Feat 41,Feat 42,Feat 43,Feat 44,Feat 45,Feat 46,Feat 47,Feat 48,Feat 49,Feat 50,filename,subject,emotion,priming
-10.102208869421869,61.71713541609082,95.4909722811925,8.331100803952388,-36.72939779500073,45.20001593612671,-3.7473845013376526,105.64259669680973,13.216926277105854,-47.97577610354787,-62.13278634297711,0.08694769680214282,-0.5205103143290482,-47.720442627654066,76.94522606564958,86.324342381533,-96.39736693421946,-8.975626388395368,-30.950225080611382,-9.075108177128854,46.31219842409577,-89.79149001141475,5.355068501116032,-32.37101673714744,-60.633265792407585,-38.89630140141938,-51.82517073302379,-32.82849058685292,57.299094029686835,-42.327632420154494,13.090302231160651,-9.310717961550324,58.98408591062243,12.695707212868536,54.556146430258366,-21.987920482113587,28.113966278224982,56.884992077582964,-97.6976561394026,-31.790060172980454,-5.124159789595112,-18.64002948876381,-17.077775815143053,-46.594422188540065,20.177982638373006,-50.08456893355792,32.12708865398007,14.805071923131221,-28.926698778566692,-12.47563865760914,./emotion-fmri-neu/cp001_beta_anger_congruent_c0.nii.gz,1,anger,congruent
-76.58472370534956,-65.29326958221125,83.98682760786974,22.773016722045075,-33.99107915582854,-17.620623323376254,-1.840601364471303,93.48223720567557,32.39295441025428,-7.803568630019377,44.70964824759001,-16.716359262594285,-64.92085754568235,-14.190534985988753,43.87720817439212,70.98218830965874,-28.847017855678086,29.06083101181251,-21.25178547010786,22.52630477233116,-35.65087358383562,1.1179129780912367,25.820007439006066,68.6448922045465,-12.712100182079721,-23.086728831573655,-5.413268347477899,-12.336128757934993,-9.162438858582416,-45.25281219293009,-28.28703292816001,-7.642557840981929,24.306642110750644,-16.62672005140594,63.49136489563168,35.93833266634075,15.464020054703047,63.00435698371521,-47.22162811534362,47.57729029758987,-3.5822163885390914,-36.45563142023976,-63.838763085047255,-59.23061948632568,33.135570439466555,-53.75069311270246,70.23608604372744,8.188707300992954,24.113331824699316,-11.4092512290459,./emotion-fmri-neu/cp001_beta_anger_incongruent_c0.nii.gz,1,anger,incongruent
-83.6838234839462,-131.9722946128545,83.07315463498558,76.502728458456,-9.189560803098297,-11.754419383131228,97.09060653162923,83.4006408476962,-38.766237729751786,41.123918953088285,95.83270801821402,-115.48964051896911,-81.07066346761738,-89.85854178902505,44.23516912843977,36.952205656058396,-33.91639834759464,108.37629822918295,-75.63666826468875,6.276156326173691,-53.665376927955,13.780703178652908,4.217005682671,49.53886362754723,-42.06381882298083,-29.01303280919981,-7.467585159770159,74.29710841098434,-21.300954031967443,-93.37901563410078,-55.82756400264644,-24.778318647025145,19.142459369590163,-63.819490331595865,102.17671144828648,93.54824748345403,-2.9722055599102157,-25.287816841323885,-57.1362090495279,87.54067808110902,-17.091915093156523,1.8709852425339604,-50.93505117341048,70.43042242194252,98.79237756657359,-62.036088699484054,51.060245334851,-2.608522240835082,30.626924656806423,-137.81383160075904,./emotion-fmri-neu/cp001_beta_anger_neutral_c0.nii.gz,1,anger,neutral
-47.616747870536415,-7.6240855318842815,80.76562156004317,-9.849017336069325,-3.634811500742605,20.296780938117937,26.784185025046735,29.604381511635268,35.42948509814679,2.719938917916255,-19.725001363786884,35.00660025577334,15.66950124894388,-29.749024981938074,9.351069061029214,95.35078968765589,-61.762832098993066,15.120467614199713,-39.007735420566505,17.88753436531618,-13.921608134410652,-101.83278062490226,35.653202661062124,13.799905232040814,-64.6137274435266,-62.75301707994725,-81.91043881846926,-52.892425230635105,-32.273015216188654,-53.53432592581321,-46.51005957236704,12.897832587463988,-8.840603513179245,-26.60890781942416,72.76482697079658,51.96987796196289,42.46048193447896,42.83598800882849,-42.13578903619495,54.87026953550081,109.44485612440425,51.40887400418696,14.472250777031562,35.75685563498296,2.10547299196786,-0.9261519777356656,-17.726757104797844,21.08591302714768,9.633162111802354,66.02078516596738,./emotion-fmri-neu/cp001_beta_fear_congruent_c0.nii.gz,1,fear,congruent
-83.42878667762318,-88.6120849091422,25.26204184575227,17.260964487006333,44.76214638317986,-75.41457497434575,25.486756632604678,41.41332670078859,8.496358686934936,31.199617405844105,-13.714752644614096,-21.12449448658148,-7.58157828179725,46.72116561603099,2.7390918751210322,1.4001413869100858,-29.221283906240426,66.54263464216577,-18.964551918043025,40.034613626282116,-44.70337198096068,-47.788087556125646,23.607723914743545,99.86226226111704,-18.99141764998746,-16.263188331810312,36.985083441988266,14.939482702505801,-50.196198989519,-59.69036150645583,-125.37592936107824,-49.17623559819591,-16.902850052384355,-44.509018319081854,62.1475636413222,51.82749434841529,37.14493548652901,44.522358733221374,13.035285806949398,53.001367058768665,65.54803631797577,0.47379708830383993,-57.83469993386771,-21.62754383540265,44.9972504094397,-40.08774906698528,64.87299767329945,-4.857438407350021,62.58858816832066,69.55945602175386,./emotion-fmri-neu/cp001_beta_fear_incongruent_c0.nii.gz,1,fear,incongruent
-94.71092713254063,-74.30265283437404,91.55294859337138,-29.976493399719537,-63.22628396862003,56.18951122315054,75.2189534645742,137.54787089046079,9.49690860550731,16.725744028039973,85.88567601441311,-122.98886163109228,-102.47258157303345,-118.76533669805941,51.27654368204855,52.752425465204155,-24.213503969881668,-46.90969243297841,-77.01330494080781,-42.06000667149932,-55.27773108300796,-13.549636546486626,63.7958724505587,53.86685511713882,-19.118698275713605,8.26256224799636,-35.62213162056347,-45.84161963728324,-28.37713457483724,-34.366738643181364,34.39909631837425,-76.35576659827024,-100.10213141835403,-15.341679116263657,61.21027257159364,91.6587209588948,-45.75397925903347,-20.890788820473155,1.6256584918049881,42.1524596539009,17.724331722751952,4.081112966293456,11.548684346097634,-84.36416692571733,101.66849524209582,-67.28625889535441,49.96202904961789,-45.312026734094616,78.08867922896555,-39.6238945402566,./emotion-fmri-neu/cp001_beta_fear_neutral_c0.nii.gz,1,fear,neutral
-91.9525511578865,-31.261437580044838,30.851050843862815,49.18845073875851,55.16371725977464,-49.919199158823105,-50.541835959267395,64.8180431700225,-9.848348165581273,42.82385566496606,24.333154853434863,31.404460342590266,-61.94583426276975,20.78447570848609,36.64283201822576,49.805881994236934,10.06659084436577,77.3934629824138,-76.85142287516379,12.384876129804248,-47.20739331497212,-86.17221690599709,20.288153262313163,84.57910127950863,17.40157331003416,-6.7476496264710075,-42.26954647429176,13.91990290937774,-73.74095894029456,-11.79793091776209,-38.86349515921997,34.40371521403393,-48.82108359321446,2.130396804859064,78.83652904913032,35.28389100794717,19.60238967086894,55.07290387643531,29.332626454348627,116.46459100713555,35.98845392031915,41.115042313253035,-11.53424819839144,-52.083413278070736,6.214784052671844,-23.72667929686053,25.85977256191508,-27.720539984205946,46.413684241558016,-9.162557762578048,./emotion-fmri-neu/cp001_beta_disgust_congruent_c0.nii.gz,1,disgust,congruent
-90.02996907742812,-124.39321566031855,47.17928546289031,48.241652663365926,0.6654708296463582,-21.919906125755798,21.526736226648605,37.04570199044903,-9.393432900395082,34.48393294711904,-19.103002593981238,-0.6556475121706777,-21.232035889275362,32.98470133811608,62.52211701321681,18.075458662644984,-0.13651847644042578,161.57193187591344,-40.923968257579546,38.998907656411646,-155.51365860380596,-23.633047653162635,11.072109555352094,59.65502193978807,40.235842829867266,5.986289659987117,21.15578613075252,-1.624770276293942,-22.627736547347507,-1.3011572823190183,-114.89811409706424,-16.184993325818215,-4.300729956959752,16.827851502353475,11.7862519541675,28.452964986308956,24.939786046087487,7.4186829123826925,9.61302391046367,56.869804718808375,64.22081132384685,2.2489824217024545,-46.65604558028873,-86.13072097544034,55.70602247530688,-84.57133869451042,72.63037240297558,-22.581654334973877,30.413579811855698,42.08030432213788,./emotion-fmri-neu/cp001_beta_disgust_incongruent_c0.nii.gz,1,disgust,incongruent
-106.35871300752197,-52.55291840553735,6.27074684066659,78.68219933172641,-56.409325222330985,-48.14283947774154,33.38764286652747,35.02807116135994,-33.4650958085034,31.721911507363984,77.02618571922204,-67.01697268370667,-72.92436237024882,-19.985460689750564,-19.305888501634893,-38.17739762171653,18.223044444947174,64.81671015798605,-27.730060060070127,-10.489156977167278,-35.737995022692274,-67.79704117718116,-1.1460598627818046,14.384161413292341,-52.78407401538369,-88.91095019775489,48.52845143301261,-26.715805570184823,-67.37959811023971,-112.78383558483492,-76.49435956599245,-34.3090255604098,-46.381103573904916,-29.988000267595435,79.54666185360851,18.094137999909147,4.665250519740352,127.6430826517946,22.29976930773462,92.18606222183736,40.1722412548836,-32.980559922953724,1.587101395358826,-9.998790787290185,43.667726971751634,-62.505990779030604,94.02701367541614,-81.53216410539886,22.894426951742613,-58.30623611392757,./emotion-fmri-neu/cp001_beta_disgust_neutral_c0.nii.gz,1,disgust,neutral
-106.8115659657706,106.17625662638476,-23.623244295640408,-12.761633152189226,-64.39632976507987,-33.246181144005114,-21.62214144497404,-48.48027083576843,-49.20831393104706,103.04756862308905,108.82708274185622,89.20095254019508,39.07713330730386,-29.719139889955436,-42.3643169850939,37.77598886666884,-74.6693072148662,-18.800752739606768,-24.971789838463174,-75.74976385089238,-88.44497191779583,77.6537697297025,-52.55286797813068,14.77350057762889,-36.5060339945292,-148.54628729770135,-34.591425481167384,-0.23472613565864878,-74.25405105926016,-4.957656352881846,30.91297522808928,-33.824758727152386,90.5868883290309,42.42931936869302,-33.39264243901683,15.834853406129895,-4.745480716766419,-71.74966438420442,39.23418935868219,36.041927344919266,-58.66897729200716,20.07073272528191,52.483781618718346,-3.078379516683898,-164.99147950242136,-175.64232219539744,-3.473094088394673,139.1363676022373,35.14426913469501,39.49632381223891,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent
