,precision,recall,f1-score,support
anger,0.6086956521739131,0.5833333333333334,0.5957446808510638,72.0
disgust,0.5189873417721519,0.5694444444444444,0.5430463576158941,72.0
fear,0.5588235294117647,0.5277777777777778,0.5428571428571428,72.0
accuracy,0.5601851851851852,0.5601851851851852,0.5601851851851852,0.5601851851851852
macro avg,0.5621688411192766,0.5601851851851851,0.5605493937747003,216.0
weighted avg,0.5621688411192766,0.5601851851851852,0.5605493937747004,216.0
