,precision,recall,f1-score,support
anger,0.3473684210526316,0.4583333333333333,0.39520958083832336,72.0
disgust,0.345679012345679,0.3888888888888889,0.36601307189542487,72.0
fear,0.35,0.19444444444444445,0.25,72.0
accuracy,0.3472222222222222,0.3472222222222222,0.3472222222222222,0.3472222222222222
macro avg,0.3476824777994369,0.34722222222222227,0.33707421757791606,216.0
weighted avg,0.3476824777994369,0.3472222222222222,0.33707421757791606,216.0
