,precision,recall,f1-score,support
anger,0.6714285714285714,0.6527777777777778,0.6619718309859155,72.0
disgust,0.618421052631579,0.6527777777777778,0.6351351351351351,72.0
fear,0.7,0.6805555555555556,0.6901408450704225,72.0
accuracy,0.6620370370370371,0.6620370370370371,0.6620370370370371,0.6620370370370371
macro avg,0.6632832080200501,0.6620370370370371,0.6624159370638244,216.0
weighted avg,0.6632832080200501,0.6620370370370371,0.6624159370638244,216.0
