,precision,recall,f1-score,support
anger,0.4146341463414634,0.4722222222222222,0.4415584415584415,72.0
disgust,0.3972602739726027,0.4027777777777778,0.4,72.0
fear,0.4262295081967213,0.3611111111111111,0.39097744360902253,72.0
accuracy,0.41203703703703703,0.41203703703703703,0.41203703703703703,0.41203703703703703
macro avg,0.4127079761702625,0.41203703703703703,0.4108452950558214,216.0
weighted avg,0.41270797617026245,0.41203703703703703,0.41084529505582135,216.0
