,precision,recall,f1-score,support
anger,0.7916666666666666,0.7916666666666666,0.7916666666666666,72.0
disgust,0.782608695652174,0.75,0.7659574468085107,72.0
fear,0.7866666666666666,0.8194444444444444,0.802721088435374,72.0
accuracy,0.7870370370370371,0.7870370370370371,0.7870370370370371,0.7870370370370371
macro avg,0.7869806763285023,0.7870370370370369,0.7867817339701838,216.0
weighted avg,0.7869806763285025,0.7870370370370371,0.7867817339701838,216.0
