,precision,recall,f1-score,support
anger,0.5263157894736842,0.5555555555555556,0.5405405405405405,72.0
disgust,0.6056338028169014,0.5972222222222222,0.6013986013986014,72.0
fear,0.5942028985507246,0.5694444444444444,0.5815602836879432,72.0
accuracy,0.5740740740740741,0.5740740740740741,0.5740740740740741,0.5740740740740741
macro avg,0.5753841636137701,0.5740740740740741,0.5744998085423617,216.0
weighted avg,0.5753841636137701,0.5740740740740741,0.5744998085423617,216.0
