,precision,recall,f1-score,support
anger,0.6153846153846154,0.5555555555555556,0.583941605839416,72.0
disgust,0.620253164556962,0.6805555555555556,0.6490066225165563,72.0
fear,0.625,0.625,0.625,72.0
accuracy,0.6203703703703703,0.6203703703703703,0.6203703703703703,0.6203703703703703
macro avg,0.6202125933138591,0.6203703703703703,0.6193160761186575,216.0
weighted avg,0.6202125933138591,0.6203703703703703,0.6193160761186575,216.0
