,precision,recall,f1-score,support
congruent,0.6,0.5833333333333334,0.591549295774648,72.0
incongruent,0.6447368421052632,0.6805555555555556,0.6621621621621623,72.0
neutral,0.6571428571428571,0.6388888888888888,0.647887323943662,72.0
accuracy,0.6342592592592593,0.6342592592592593,0.6342592592592593,0.6342592592592593
macro avg,0.6339598997493735,0.6342592592592592,0.633866260626824,216.0
weighted avg,0.6339598997493735,0.6342592592592593,0.6338662606268242,216.0
