,precision,recall,f1-score,support
anger,0.43661971830985913,0.4305555555555556,0.43356643356643354,72.0
disgust,0.4246575342465753,0.4305555555555556,0.42758620689655175,72.0
fear,0.5,0.5,0.5,72.0
accuracy,0.4537037037037037,0.4537037037037037,0.4537037037037037,0.4537037037037037
macro avg,0.45375908418547817,0.4537037037037037,0.4537175468209951,216.0
weighted avg,0.45375908418547817,0.4537037037037037,0.4537175468209951,216.0
