Frontal Pole,Insular Cortex,Superior Frontal Gyrus,Middle Frontal Gyrus,"Inferior Frontal Gyrus, pars triangularis","Inferior Frontal Gyrus, pars opercularis",Precentral Gyrus,Temporal Pole,"Superior Temporal Gyrus, anterior division","Superior Temporal Gyrus, posterior division","Middle Temporal Gyrus, anterior division","Middle Temporal Gyrus, posterior division","Middle Temporal Gyrus, temporooccipital part","Inferior Temporal Gyrus, anterior division","Inferior Temporal Gyrus, posterior division","Inferior Temporal Gyrus, temporooccipital part",Postcentral Gyrus,Superior Parietal Lobule,"Supramarginal Gyrus, anterior division","Supramarginal Gyrus, posterior division",Angular Gyrus,"Lateral Occipital Cortex, superior division","Lateral Occipital Cortex, inferior division",Intracalcarine Cortex,Frontal Medial Cortex,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Subcallosal Cortex,Paracingulate Gyrus,"Cingulate Gyrus, anterior division","Cingulate Gyrus, posterior division",Precuneous Cortex,Cuneal Cortex,Frontal Orbital Cortex,"Parahippocampal Gyrus, anterior division","Parahippocampal Gyrus, posterior division",Lingual Gyrus,"Temporal Fusiform Cortex, anterior division","Temporal Fusiform Cortex, posterior division",Temporal Occipital Fusiform Cortex,Occipital Fusiform Gyrus,Frontal Operculum Cortex,Central Opercular Cortex,Parietal Operculum Cortex,Planum Polare,Heschl's Gyrus (includes H1 and H2),Planum Temporale,Supracalcarine Cortex,Occipital Pole,filename,subject,emotion,priming,true_label,predicted_label,error_count
-2.750552552147295,0.0832156503794213,-3.121773067107375,-3.319030961856272,-1.41114684407801,-1.6111587751981,-1.1567686771645542,-0.7336854577428259,-0.2019767916167508,-0.2972488599104227,-1.2097604859692448,-1.4662035560272375,-1.527483959900558,-0.7931057649432157,-1.417140492135566,-0.7952494392075667,-0.4292827644251379,-1.7567790811358266,-0.009694417433244,-1.0870948860471246,-1.561716572485956,-1.4177020739805113,1.824450219992758,0.0777684516854882,-3.0256242414742744,-2.831929307946821,-1.347762802624345,-4.014416360363191,-2.708350714853085,-2.9588742183945493,-3.662383587885392,-2.5741543017684894,-0.7172764842032644,-1.0669378620764751,-0.1340450815071798,0.4887733328362715,-0.2038198573769145,-0.945360791718901,2.127500800785341,4.553669733704022,-1.601899356290036,0.9228237457605944,0.4658019672461679,0.2025531516904965,-0.4108703108927011,-0.2355445717292678,-0.9020769052067732,2.030890559065807,./emotion-fmri-neu/cp007_beta_disgust_congruent_c0.nii.gz,7,disgust,congruent,disgust,fear,1
-2.04821497776968,2.133133582721196,-5.16691790596834,-6.296079824852547,0.8158560676875087,-1.3012257471694633,-3.66679257805493,1.5334945581332404,0.8123696977713215,-0.3220476711134769,1.0823218370990564,0.7537115737202275,1.6396190109446191,-0.1916718311116571,0.2498079793245427,2.586942082442735,-2.961492268795982,-2.3982765435078357,-2.482554960740855,-2.035816535227865,-1.8828987963172827,0.0605785056517435,3.682154381471391,4.238741551383369,-0.3061077209158009,-5.256687238429548,-0.9902070602401432,-4.048893457638335,-3.1518082698877152,-3.623352738370091,-2.3347767009024545,1.306085341558889,1.3185573688230323,2.1892602393130023,4.362002710646525,6.199297613221741,0.1579256905480563,2.826317082146702,6.872989613515499,8.294255947311068,2.461291383618691,0.4981693421521226,-1.7580935279643073,1.3065737792249732,0.1277292945158272,-1.2221563486238678,4.503099656192661,3.600575152582621,./emotion-fmri-neu/cp020_beta_fear_incongruent_c0.nii.gz,20,fear,incongruent,fear,disgust,1
-2.044320429039184,-1.479512610581552,-2.0942856299962878,-2.027329696979784,-1.2192264559051496,-1.4642738824540389,-1.414735277685318,-0.743084023804641,-3.451358981801738,-3.404176655468476,-2.0511492707303587,-2.426701547783503,-0.8145246437603317,-1.132768033254347,-0.5010379752942544,1.8236930626425505,-0.7242848583866834,0.114373969577123,-0.3778645979971025,-1.598974744857194,-1.6885567755888862,0.2508103733710828,3.4132919058672377,1.1906060567663137,-0.3977323746286406,-2.0955642912719075,-0.1382059291588747,-2.353809119457518,-2.4921317885525003,-1.4640630098802352,-1.2960280190069975,-0.8895350577996769,-0.2829070732948753,-0.4283120347123876,0.768553655946663,1.773846973521101,-0.652855637892991,-0.2452813057400691,3.104710923969451,6.532702615468085,-1.4432719923431216,-2.117712771709219,-1.8713314635018128,-2.8118321830179376,-3.446004591137072,-3.2376671751229558,0.0909991137152115,4.0018404244289005,./emotion-fmri-neu/cp011_beta_disgust_congruent_c0.nii.gz,11,disgust,congruent,disgust,anger,1
-1.7879086275705245,-2.3519618353721548,0.2959902504618222,1.2821698271735056,-0.9704574762507504,-0.4022244462111162,0.5022109149086837,-0.0533474642837021,-1.5839408912470252,-0.743496047816102,0.0903120968731958,-0.8499970151534355,-1.589205936854465,1.0421581891921758,-0.2601499264101267,-0.0257968230976242,0.1571595000047977,-1.8070856626337888,1.3832201303869347,-1.519813384804382,-3.4440613012348917,-4.621809424190116,1.2235993237983689,-2.6288429051721214,-2.5387217406494784,0.2399548603470667,-2.481789092884979,-2.041499530981067,-0.5508997135176332,-2.9560222615772047,-7.1107426000911085,-6.037238525748577,-1.8155175614812495,-0.8696131084895021,-0.3139147324961039,-0.6948262690417196,1.0548224200152216,0.6914188282530301,2.326444022236458,2.9857447689859207,-2.848975065343853,-0.8143671942065832,-0.7029995509107803,-1.499020777954301,-1.0810824944317403,-1.6650789117327969,-4.765392886462263,0.8884442226160182,./emotion-fmri-neu/cp004_beta_disgust_congruent_c0.nii.gz,4,disgust,congruent,disgust,anger,1
-1.7339784535889755,-1.3204447671588948,-0.879765372370494,-0.919242009178331,0.2309736254702408,-0.4316601711402171,-0.5539588963102768,-0.951023870709037,-2.103426945807587,-1.6845245477627635,-1.18692784942089,-1.8250931933892576,-0.2244606572355986,-1.0946968959205026,-0.8497999330910821,0.311455065051295,-0.2471988129266152,-0.0715297971564156,-0.7014324172714491,-1.3365206150875246,-1.8417875914260464,0.7394812494481778,2.9132550581875867,1.9479169166131085,-1.92140718266972,-0.9835197886960362,-1.6789729906396749,-1.973083913596182,-1.991587745193952,-2.1862901870739564,-2.1610290886098014,-2.8463068919457823,-1.1497520319660346,-1.3617053510363513,-0.6886106022977572,1.9446956070357715,-0.7736336469712656,0.2612962223565417,3.63800447592437,4.9092675638667655,-0.3928557208871129,-0.6562243935812904,-0.6512630336327798,-2.0932728023783307,-1.5930118824166246,-1.207044665242383,-0.8426939765201922,3.809911036218649,./emotion-fmri-neu/cp021_beta_disgust_neutral_c0.nii.gz,21,disgust,neutral,disgust,anger,1
-1.6950430168166508,0.1820435724958762,-1.0048096047097077,-1.750611307474944,-1.2917772365292777,-1.4345688398448202,-0.9864587969566824,-0.100806004478585,-0.3741154128265297,0.0440407959772927,-0.2278876388205684,-0.9121314404753372,-0.9984572331835524,-0.749576316995426,-1.558228697126227,-2.274677469648443,-0.4645996280799316,-1.5160657139685774,0.142738134364992,-0.148369126793502,-1.1104676846674058,-0.8896246179516998,0.8004079375141007,2.6390877941338786,-1.3786484693008878,-1.2736363942627795,-0.0800185489688179,0.1926448629049823,-0.3720373563947616,-2.0793340212365394,-1.107022068734473,0.6702105815845222,-0.6309591389078485,-1.8648862950046696,0.1108909313661237,2.454401297505161,-0.7123410089588427,-1.101427455246954,1.4375580364570006,2.846169207181999,0.0161304430130366,0.4534123722309486,-0.2922863525934922,-0.8232931874139803,-0.2246427910744446,-0.0716651479577557,1.8542331842947248,1.9034525071026145,./emotion-fmri-neu/cp007_beta_fear_neutral_c0.nii.gz,7,fear,neutral,fear,anger,1
-1.5680344659870638,0.3346771836015978,-0.3290297315472335,0.1970357848648729,1.0842480259886695,1.1923728741257411,0.4732211307070703,-0.6315223332768323,-1.5181041253623693,-2.1472763873093745,-1.7430332688853036,-2.388424300880127,-0.171154785103224,-1.2898751006784956,-1.0775540383912408,1.6073572148598163,0.1471830291166042,1.3345100693751029,1.019298194855812,-1.028158602400435,-2.5785774560975603,1.999387998543093,4.168832511871113,5.289522183169432,-1.9568391228500293,0.66257649990414,-1.5640309198592124,-1.0999993383271556,-0.4647498961671669,-0.2984160953557604,-1.4770261240435634,0.6739180643575537,-0.5131455795205858,-1.1989270951320727,2.6421296876680502,4.896844490283531,0.0573612158156361,1.5829858189074746,6.473791879725168,7.2045993256838985,0.0723322007347704,-0.3433810266170414,-0.6198472394795362,-0.5633366489045943,-1.2765523701775428,-1.689876420715368,2.356558706144208,5.866541461443713,./emotion-fmri-neu/cp021_beta_disgust_incongruent_c0.nii.gz,21,disgust,incongruent,disgust,fear,1
-1.5087290972331155,-2.266303528344968,-1.5843106852177016,-2.10559315176116,-1.7013861360508091,-1.941757120877454,-2.4468280628481787,-0.6820479344751037,-2.989998704653186,-3.238896475942833,-1.7722903053393742,-2.392333660801834,-2.033677955450341,-0.5304010843970506,-0.5898078250980908,1.008564855077556,-2.108390035240601,-1.92123877580693,-0.9686984585125734,-2.286330636438868,-3.1422193693107388,-1.0347076196917826,2.779009633228674,-0.6641897109140155,-0.7585395789283941,-3.01227480852809,-0.2339055732437337,-2.23073798135438,-2.526346856177282,-1.372343448072746,-3.221996370714095,-2.197705589165828,-0.6723478805548884,-0.6768117725224901,0.4198795343504256,0.9335968986214546,-0.4613186556765853,-0.3648073255110834,2.6706219917783027,5.678851669519733,-2.2896796877543384,-3.1483933340751875,-2.9500193375654,-2.534143857960154,-4.924751163696288,-4.354103076800945,-1.581785885535884,3.901756443113917,./emotion-fmri-neu/cp011_beta_fear_congruent_c0.nii.gz,11,fear,congruent,fear,anger,1
-1.348253937219137,-2.265594945507237,-6.671248469779963,-1.8731456250078848,1.0993590390457246,1.337428532979203,-2.4193901843658927,-2.082048746868763,-4.51107111764043,-2.054209600030313,-2.7287371821458786,-1.815539747267732,-1.3914167896369969,-2.8135360492610464,-1.9906820106548695,-0.2784605409713466,-2.671962503360047,1.1610691203694077,1.2250655019350811,1.145657648094644,-0.1831876800284506,0.88232046165613,-0.637594915786971,-3.0151829114489304,-4.738831686117563,-3.79720311932208,-6.766136938343479,-0.7547519685740284,1.1619987659757915,-0.6017388980575464,-0.4292848022477015,-5.255397312127212,-3.419659918130612,-2.579768236269433,1.5882144975243575,0.1280726830599629,-2.11416411872689,-0.0506072302763105,0.5972899164864708,2.719667805798181,1.406680511605853,1.877606775480593,1.2577888468667704,-5.6847643591064445,-1.4614974098911049,-2.697723662884735,-2.89279500268718,0.7437919959044237,./emotion-fmri-neu/cp020_beta_fear_neutral_c0.nii.gz,20,fear,neutral,fear,disgust,1
-1.221400223888271,1.3871371240441968,-0.4937592641677689,0.5566368454245197,0.9033765009040142,1.703098968844877,0.4146423749188042,0.5974899961532768,-0.2283362791569827,-0.2011579569204702,0.0295913989982705,-0.238568581551258,1.1353702113821684,0.1734755425274746,-0.0038581049761805,2.6443175383774835,1.063598405396419,2.73485430835162,1.8595547736258735,0.5436971281221521,-0.038819955494938,1.3645620664676776,4.4203426723517945,5.502797002000156,-1.862922841208405,0.9615873699445984,-0.9810882681077124,-1.9394665235643105,-0.8550552156688678,0.3060431584384096,0.9269206154082852,4.386769467492785,-0.0260476428451637,1.2744082176367033,3.158940010195922,7.298886262350762,0.8721590117328211,1.7409494695860108,6.084573521379854,8.073362285008908,0.6485717497250113,1.9886077750608,1.6580842432730518,0.113554471541061,0.2689650249852205,0.1159875005799797,5.348725064859064,5.14809562408032,./emotion-fmri-neu/cp013_beta_disgust_incongruent_c0.nii.gz,13,disgust,incongruent,disgust,fear,1
