Feat 1,Feat 2,Feat 3,Feat 4,Feat 5,filename,subject,emotion,priming,true_label,predicted_label,error_count
-227.5955920572315,138.87622073415392,218.9377659881738,-282.71210259607454,347.6154965729872,./emotion-fmri-neu/cp009_beta_disgust_neutral_c0.nii.gz,9,disgust,neutral,neutral,congruent,1
-223.93756627333528,-58.937255587839765,89.59396661525324,-244.01315879202923,74.60351873059429,./emotion-fmri-neu/cp005_beta_disgust_congruent_c0.nii.gz,5,disgust,congruent,congruent,incongruent,1
-221.66687557722727,-195.0839734227432,0.9871850255783692,-43.23423849122831,300.24769163722783,./emotion-fmri-neu/cp022_beta_disgust_incongruent_c0.nii.gz,22,disgust,incongruent,incongruent,congruent,1
-218.109439582248,99.90177484978716,-104.59989293734698,-103.14279068899968,286.08768375192494,./emotion-fmri-neu/cp022_beta_disgust_neutral_c0.nii.gz,22,disgust,neutral,neutral,congruent,1
-216.48422693110496,7.733436765687199,365.4165247835785,-195.9363460877567,393.2412917248328,./emotion-fmri-neu/cp009_beta_fear_neutral_c0.nii.gz,9,fear,neutral,neutral,congruent,1
-205.35516844110555,-239.46737396063588,421.22777057116207,24.04719507578205,114.97896949125132,./emotion-fmri-neu/cp013_beta_fear_incongruent_c0.nii.gz,13,fear,incongruent,incongruent,congruent,1
-204.2487846848912,309.8105595997549,33.34314488720908,-141.6915131456762,173.85526642703712,./emotion-fmri-neu/cp026_beta_fear_neutral_c0.nii.gz,26,fear,neutral,neutral,congruent,1
-201.8244448836801,-57.69414860238748,403.97847156872433,-426.6252166295851,384.2696280928216,./emotion-fmri-neu/cp009_beta_anger_neutral_c0.nii.gz,9,anger,neutral,neutral,congruent,1
-184.0804309450613,277.75659311713,-251.1859008306116,282.48990427783264,-454.0342838245291,./emotion-fmri-neu/cp007_beta_disgust_congruent_c0.nii.gz,7,disgust,congruent,congruent,incongruent,1
-182.95466070600105,86.30651184173955,-177.56950168680774,-196.83947090596095,434.86268610743497,./emotion-fmri-neu/cp030_beta_disgust_neutral_c0.nii.gz,30,disgust,neutral,neutral,congruent,1
-178.98299783725352,-31.56309905634556,41.84464069777351,145.57056282831294,226.87536120580097,./emotion-fmri-neu/cp023_beta_fear_incongruent_c0.nii.gz,23,fear,incongruent,incongruent,congruent,1
-170.8696418730744,50.29135442328664,317.4384996882961,208.1756334761996,-213.95135468920373,./emotion-fmri-neu/cp013_beta_disgust_neutral_c0.nii.gz,13,disgust,neutral,neutral,congruent,1
-162.0618320691034,134.48247222752042,-214.10820392999383,120.0103765693116,-264.6872757764113,./emotion-fmri-neu/cp012_beta_fear_incongruent_c0.nii.gz,12,fear,incongruent,incongruent,congruent,1
-159.5202833168968,-558.7396722835801,54.13270360212636,-169.3533151538674,67.32117973913869,./emotion-fmri-neu/cp018_beta_disgust_congruent_c0.nii.gz,18,disgust,congruent,congruent,incongruent,1
-157.12518238360818,184.40130915147063,138.2163066950475,236.38915909175145,112.98343068761896,./emotion-fmri-neu/cp011_beta_disgust_neutral_c0.nii.gz,11,disgust,neutral,neutral,congruent,1
-156.95977488698512,270.7796684892769,-114.01309100413144,-20.49550965271528,91.01462822843273,./emotion-fmri-neu/cp006_beta_anger_neutral_c0.nii.gz,6,anger,neutral,neutral,congruent,1
-150.0772000902168,226.01550776346,-327.1488152726054,275.67924022859336,-250.8671753552828,./emotion-fmri-neu/cp007_beta_fear_neutral_c0.nii.gz,7,fear,neutral,neutral,incongruent,1
-143.8254466033422,169.72345477217578,-504.1218303249824,-152.84905703176335,-296.844130793641,./emotion-fmri-neu/cp030_beta_fear_incongruent_c0.nii.gz,30,fear,incongruent,incongruent,congruent,1
-138.5525823628156,-77.2423743588577,-35.00730161858245,270.0287517968944,-166.15794375781954,./emotion-fmri-neu/cp014_beta_fear_incongruent_c0.nii.gz,14,fear,incongruent,incongruent,congruent,1
-132.28343567556522,-327.277475895498,-162.1308362531593,-156.37109074564466,-138.72527151494253,./emotion-fmri-neu/cp018_beta_fear_congruent_c0.nii.gz,18,fear,congruent,congruent,incongruent,1
-129.78415913103962,-95.94109389001753,-162.0284201495915,-76.19106159112138,159.96325599538417,./emotion-fmri-neu/cp023_beta_disgust_incongruent_c0.nii.gz,23,disgust,incongruent,incongruent,neutral,1
-127.56081044001937,-376.3325903986341,-185.75113854588625,238.54052763392343,70.94059022177984,./emotion-fmri-neu/cp028_beta_disgust_congruent_c0.nii.gz,28,disgust,congruent,congruent,incongruent,1
-125.90555727185458,-496.04899336185343,449.39110899940624,-161.24237010337816,773.7644493933907,./emotion-fmri-neu/cp008_beta_disgust_congruent_c0.nii.gz,8,disgust,congruent,congruent,neutral,1
-124.3282166337634,-222.01836931513571,275.0968946355396,-160.89436112265204,-24.63220138736647,./emotion-fmri-neu/cp029_beta_fear_incongruent_c0.nii.gz,29,fear,incongruent,incongruent,congruent,1
-123.25484433784295,290.2298419288049,235.1432276966249,90.16773071933576,67.82505979354112,./emotion-fmri-neu/cp005_beta_fear_neutral_c0.nii.gz,5,fear,neutral,neutral,congruent,1
-119.2369777800574,29.55849068407945,61.12825480326718,-295.724662605209,-75.35083923332967,./emotion-fmri-neu/cp005_beta_fear_congruent_c0.nii.gz,5,fear,congruent,congruent,incongruent,1
-103.98656771829096,-43.08218642931832,-267.5889180476657,345.4997433039361,-99.77449774238131,./emotion-fmri-neu/cp014_beta_fear_neutral_c0.nii.gz,14,fear,neutral,neutral,congruent,1
-100.2476497419343,-31.909211586762563,263.50800515415705,-47.03335674638736,-296.47258396649545,./emotion-fmri-neu/cp021_beta_disgust_congruent_c0.nii.gz,21,disgust,congruent,congruent,incongruent,1
-98.19966000980712,38.43614677905092,260.4472188873722,-194.73751595183225,255.06754039291027,./emotion-fmri-neu/cp009_beta_fear_incongruent_c0.nii.gz,9,fear,incongruent,incongruent,congruent,1
-94.02229391938916,19.92454290723973,-68.02322191420423,282.636719266593,-179.5932003676076,./emotion-fmri-neu/cp014_beta_anger_incongruent_c0.nii.gz,14,anger,incongruent,incongruent,congruent,1
-91.49157580226876,-318.9506320290989,-69.43200033531613,-241.0918279106072,2.500550128836383,./emotion-fmri-neu/cp018_beta_anger_congruent_c0.nii.gz,18,anger,congruent,congruent,incongruent,1
-73.89234899802686,-36.744468873132,-111.66327595766306,477.5364139057755,-75.6671971039636,./emotion-fmri-neu/cp014_beta_disgust_neutral_c0.nii.gz,14,disgust,neutral,neutral,congruent,1
-69.14753037971386,-61.49396560229907,-23.770544175715745,165.2743502492938,388.73309586648094,./emotion-fmri-neu/cp012_beta_anger_incongruent_c0.nii.gz,12,anger,incongruent,incongruent,neutral,1
-66.68738470182707,-271.9637241171698,92.20018066442508,113.40899728601752,-29.677892323089782,./emotion-fmri-neu/cp024_beta_anger_congruent_c0.nii.gz,24,anger,congruent,congruent,incongruent,1
-66.47381736123981,266.1433136923678,-19.82972167321936,51.53060306532761,-525.5394518977212,./emotion-fmri-neu/cp011_beta_disgust_congruent_c0.nii.gz,11,disgust,congruent,congruent,incongruent,1
-64.42957696833147,58.70724033889716,-264.40049572957224,-168.9408483980603,-61.61867136207015,./emotion-fmri-neu/cp007_beta_anger_congruent_c0.nii.gz,7,anger,congruent,congruent,incongruent,1
-63.756496685836666,272.50791484667644,-31.692802894183856,24.51162956064625,-236.83503650413456,./emotion-fmri-neu/cp006_beta_disgust_incongruent_c0.nii.gz,6,disgust,incongruent,incongruent,congruent,1
-63.20515838885762,261.6887174556775,-30.859949520792156,53.443330367548015,-144.85009797975147,./emotion-fmri-neu/cp006_beta_anger_incongruent_c0.nii.gz,6,anger,incongruent,incongruent,congruent,1
-61.99585694867722,-89.99629243065185,-177.45161238041226,-16.823639028638894,190.29969255427255,./emotion-fmri-neu/cp023_beta_anger_incongruent_c0.nii.gz,23,anger,incongruent,incongruent,neutral,1
-57.37673387576882,-353.0832708563959,171.56635069282584,163.46176652741562,59.450605547809296,./emotion-fmri-neu/cp024_beta_fear_congruent_c0.nii.gz,24,fear,congruent,congruent,incongruent,1
-57.0791018051484,493.8613690574366,574.794962336338,-192.93947769961923,-750.0535829865797,./emotion-fmri-neu/cp020_beta_fear_incongruent_c0.nii.gz,20,fear,incongruent,incongruent,congruent,1
-56.26828639698802,120.16739771276217,124.27953522058174,117.75442082892312,383.88184729364383,./emotion-fmri-neu/cp012_beta_disgust_incongruent_c0.nii.gz,12,disgust,incongruent,incongruent,neutral,1
-55.35435583510768,-58.67624887006115,-101.91114138221972,-331.9586590787579,-50.74858892594533,./emotion-fmri-neu/cp010_beta_anger_neutral_c0.nii.gz,10,anger,neutral,neutral,incongruent,1
-55.13670497044479,-101.474611416663,-120.16466296587146,424.370348050492,190.2834757748519,./emotion-fmri-neu/cp014_beta_anger_neutral_c0.nii.gz,14,anger,neutral,neutral,congruent,1
-54.786127926765246,-224.49330236015743,291.7309168531852,-197.18729455267265,17.231496877124524,./emotion-fmri-neu/cp029_beta_disgust_incongruent_c0.nii.gz,29,disgust,incongruent,incongruent,congruent,1
-46.96448182650852,362.7575967156078,-1.029839315995541,125.9230647014069,-4.337330307177343,./emotion-fmri-neu/cp006_beta_fear_neutral_c0.nii.gz,6,fear,neutral,neutral,congruent,1
-39.28984578706326,-431.1244487826481,321.7475185698235,52.75444151402156,577.3580661258658,./emotion-fmri-neu/cp008_beta_fear_congruent_c0.nii.gz,8,fear,congruent,congruent,neutral,1
-38.84750075988838,164.1787263748155,-85.43153600117134,-131.624206191991,164.38528919231882,./emotion-fmri-neu/cp019_beta_disgust_congruent_c0.nii.gz,19,disgust,congruent,congruent,neutral,1
-38.01788699067603,62.06597779365064,658.7756018396927,87.16404545276143,277.0713502381963,./emotion-fmri-neu/cp020_beta_anger_congruent_c0.nii.gz,20,anger,congruent,congruent,neutral,1
-34.7921593217316,-80.2134958756906,-480.8012347151417,-46.97789643968935,-58.38778417646554,./emotion-fmri-neu/cp028_beta_fear_neutral_c0.nii.gz,28,fear,neutral,neutral,incongruent,1
-30.368975690682674,-113.03801847067456,503.49350181302657,55.53558364528624,112.37421424125516,./emotion-fmri-neu/cp013_beta_fear_neutral_c0.nii.gz,13,fear,neutral,neutral,congruent,1
-25.99749653292771,251.51478331146143,61.55055996878251,20.23758794201775,-103.39985684646904,./emotion-fmri-neu/cp006_beta_fear_incongruent_c0.nii.gz,6,fear,incongruent,incongruent,congruent,1
-21.01557991283109,39.79957547073516,-29.34335767173675,173.03335889132973,-440.4539976386693,./emotion-fmri-neu/cp021_beta_anger_congruent_c0.nii.gz,21,anger,congruent,congruent,incongruent,1
-10.930354140488737,-78.76345462443328,-388.15808444620257,-93.94257388511012,-200.06263893560688,./emotion-fmri-neu/cp028_beta_disgust_neutral_c0.nii.gz,28,disgust,neutral,neutral,incongruent,1
-4.778029606491009,238.347399342484,-117.1576765665986,-112.87892193095796,56.961172342903126,./emotion-fmri-neu/cp019_beta_anger_congruent_c0.nii.gz,19,anger,congruent,congruent,neutral,1
-4.696728143290312,181.248930773074,14.821729913517272,-182.88298926342185,12.139350382015492,./emotion-fmri-neu/cp019_beta_anger_incongruent_c0.nii.gz,19,anger,incongruent,incongruent,neutral,1
3.4035544083481044,114.82655711065696,-99.82670285602448,-110.14684751959244,-47.34416270641818,./emotion-fmri-neu/cp019_beta_fear_incongruent_c0.nii.gz,19,fear,incongruent,incongruent,neutral,1
9.2692952982236,-77.01433603698645,324.81434539413283,-169.36380808301269,-25.23838412489993,./emotion-fmri-neu/cp029_beta_anger_incongruent_c0.nii.gz,29,anger,incongruent,incongruent,congruent,1
12.381951204909637,-439.2196750146927,122.64421417648444,-201.93639302602904,266.65185203687787,./emotion-fmri-neu/cp028_beta_fear_congruent_c0.nii.gz,28,fear,congruent,congruent,incongruent,1
14.564908327529066,359.09697974825343,-499.05844973478776,-241.4100509788696,62.244943019913855,./emotion-fmri-neu/cp030_beta_fear_neutral_c0.nii.gz,30,fear,neutral,neutral,congruent,1
15.21210864183723,211.29098306546712,-11.61369020837691,-180.1614046177748,157.06706670990624,./emotion-fmri-neu/cp019_beta_fear_congruent_c0.nii.gz,19,fear,congruent,congruent,neutral,1
17.62960608932188,306.55377103785173,-236.36585861732885,99.6485824891416,152.41534641374045,./emotion-fmri-neu/cp016_beta_anger_neutral_c0.nii.gz,16,anger,neutral,neutral,congruent,1
25.917545637806263,-304.9316072794278,256.95007017652955,-59.796920793637376,-124.60907304004694,./emotion-fmri-neu/cp024_beta_disgust_congruent_c0.nii.gz,24,disgust,congruent,congruent,incongruent,1
28.66128380973468,1.702883982140338,241.5536119440291,-256.5315556511053,-178.40784765162547,./emotion-fmri-neu/cp011_beta_anger_congruent_c0.nii.gz,11,anger,congruent,congruent,incongruent,1
28.815869475479097,-492.5406452924052,352.6806242552491,-14.918675097151722,223.23345110977112,./emotion-fmri-neu/cp024_beta_disgust_neutral_c0.nii.gz,24,disgust,neutral,neutral,incongruent,1
30.350595381589617,-133.80317922158014,137.53675220917518,74.97918959949818,337.42200514503094,./emotion-fmri-neu/cp010_beta_fear_congruent_c0.nii.gz,10,fear,congruent,congruent,neutral,1
32.752702369794946,-190.18601010132735,-40.72208054852703,174.09690959236588,350.0337302987698,./emotion-fmri-neu/cp023_beta_anger_neutral_c0.nii.gz,23,anger,neutral,neutral,congruent,1
32.7939111040493,477.9085459967233,-211.01528791936911,-478.2210656085834,-349.4087186377981,./emotion-fmri-neu/cp004_beta_fear_congruent_c0.nii.gz,4,fear,congruent,congruent,incongruent,1
34.9531664829898,339.97649423427407,20.40349415065896,46.899871380149534,97.5486548037296,./emotion-fmri-neu/cp006_beta_disgust_neutral_c0.nii.gz,6,disgust,neutral,neutral,congruent,1
38.614176984326775,-371.19300317689175,-121.2346333437471,-8.015059638143054,114.35969267849389,./emotion-fmri-neu/cp028_beta_anger_congruent_c0.nii.gz,28,anger,congruent,congruent,incongruent,1
42.55072199898155,80.96907852905379,45.01169273065949,-240.1628089021233,-153.0317911802886,./emotion-fmri-neu/cp001_beta_disgust_congruent_c0.nii.gz,1,disgust,congruent,congruent,incongruent,1
45.91938670588004,-66.0312575266175,-74.10235966270896,-104.16706115057058,205.22065272383944,./emotion-fmri-neu/cp010_beta_anger_congruent_c0.nii.gz,10,anger,congruent,congruent,neutral,1
47.30789907274427,245.421563131902,314.4410795577041,26.7906939950616,32.46770655496577,./emotion-fmri-neu/cp003_beta_fear_neutral_c0.nii.gz,3,fear,neutral,neutral,congruent,1
52.11670713741661,189.13881917937468,-87.9638872354498,18.42831622850862,181.1758088795104,./emotion-fmri-neu/cp001_beta_fear_congruent_c0.nii.gz,1,fear,congruent,congruent,neutral,1
59.02291971413396,-227.3864730484172,84.38945979716331,333.4309501083911,35.497819598117495,./emotion-fmri-neu/cp002_beta_fear_congruent_c0.nii.gz,2,fear,congruent,congruent,neutral,1
61.45176776852529,23.543796285657045,-264.83418464868595,163.9495539886674,10.909577323142583,./emotion-fmri-neu/cp007_beta_anger_neutral_c0.nii.gz,7,anger,neutral,neutral,incongruent,1
61.50205319778501,-45.41232599872806,322.6742497556042,220.1976872382739,183.6050286054757,./emotion-fmri-neu/cp001_beta_fear_neutral_c0.nii.gz,1,fear,neutral,neutral,congruent,1
62.82407181293525,-617.7327913532858,-144.77794450172357,-157.22681813533143,80.69178976047249,./emotion-fmri-neu/cp018_beta_disgust_neutral_c0.nii.gz,18,disgust,neutral,neutral,incongruent,1
63.96860778401311,-101.6739728701397,-365.9386591977005,-75.29733835072608,-251.986973851168,./emotion-fmri-neu/cp028_beta_anger_neutral_c0.nii.gz,28,anger,neutral,neutral,incongruent,1
68.39597771463497,-574.0220267501795,-47.35576028313711,-241.70421591058715,-58.51075914856617,./emotion-fmri-neu/cp018_beta_fear_neutral_c0.nii.gz,18,fear,neutral,neutral,incongruent,1
69.55831991484347,-108.02510399343151,225.8260649334096,148.1657359925197,-330.3926226565431,./emotion-fmri-neu/cp021_beta_fear_neutral_c0.nii.gz,21,fear,neutral,neutral,incongruent,1
73.26016273940512,-280.64024126930406,452.26244695831815,-268.7435747565943,342.9582804683133,./emotion-fmri-neu/cp029_beta_anger_neutral_c0.nii.gz,29,anger,neutral,neutral,congruent,1
76.70185890233627,-43.00758305472062,-42.32405988983006,-128.63764157791493,323.7179486535356,./emotion-fmri-neu/cp010_beta_disgust_congruent_c0.nii.gz,10,disgust,congruent,congruent,neutral,1
77.89395530898632,344.4034790741568,-130.93872473770512,12.234392264902151,-546.3608766852841,./emotion-fmri-neu/cp011_beta_fear_congruent_c0.nii.gz,11,fear,congruent,congruent,incongruent,1
78.1445877289434,-154.66649127558932,-31.94555571813521,-202.2958096178581,156.24248235880478,./emotion-fmri-neu/cp010_beta_fear_incongruent_c0.nii.gz,10,fear,incongruent,incongruent,neutral,1
81.38598706515586,-23.96234257938824,62.123545635904605,102.96078651173852,140.5226573309757,./emotion-fmri-neu/cp015_beta_fear_incongruent_c0.nii.gz,15,fear,incongruent,incongruent,congruent,1
82.27885606474688,-189.97021690006332,450.6271650243124,-504.5674003184717,-2.5777871278747995,./emotion-fmri-neu/cp030_beta_anger_neutral_c0.nii.gz,30,anger,neutral,neutral,incongruent,1
83.96064489350218,207.21360474594616,-159.0592213333449,80.09430103558287,24.739834963997907,./emotion-fmri-neu/cp016_beta_fear_incongruent_c0.nii.gz,16,fear,incongruent,incongruent,congruent,1
83.96230668625321,-62.94348451235435,42.87073540871496,-347.8418700132597,185.5568652758353,./emotion-fmri-neu/cp010_beta_anger_incongruent_c0.nii.gz,10,anger,incongruent,incongruent,neutral,1
85.13482009052228,31.43644117049484,-188.30991443491007,147.21518778918693,-501.8283801037231,./emotion-fmri-neu/cp021_beta_disgust_neutral_c0.nii.gz,21,disgust,neutral,neutral,incongruent,1
92.8084734513516,-223.74019517599132,131.299555271472,-2.6157239603506377,10.942094048429606,./emotion-fmri-neu/cp017_beta_anger_incongruent_c0.nii.gz,17,anger,incongruent,incongruent,congruent,1
95.75034266040905,361.1344932365705,135.1219892796098,-25.691623052162697,-147.50968402794155,./emotion-fmri-neu/cp003_beta_anger_neutral_c0.nii.gz,3,anger,neutral,neutral,incongruent,1
102.25926136913375,-284.0947239610225,212.90442935295144,-45.65672466785686,363.9853623418532,./emotion-fmri-neu/cp008_beta_disgust_incongruent_c0.nii.gz,8,disgust,incongruent,incongruent,neutral,1
102.99454102922996,39.7498489447125,-85.67107974463741,164.78179548261008,98.28090675358422,./emotion-fmri-neu/cp015_beta_anger_congruent_c0.nii.gz,15,anger,congruent,congruent,neutral,1
111.59022790109536,52.389885143002,-36.66395045540697,72.42460066874413,377.4534663862425,./emotion-fmri-neu/cp022_beta_disgust_congruent_c0.nii.gz,22,disgust,congruent,congruent,neutral,1
118.8681220553915,202.72687978916744,-216.53513890099308,16.490593219226835,61.00302901616905,./emotion-fmri-neu/cp016_beta_anger_congruent_c0.nii.gz,16,anger,congruent,congruent,neutral,1
128.22919039689023,74.42689019099957,233.5904976769098,-3.0497017190637727,-77.99737795936632,./emotion-fmri-neu/cp027_beta_disgust_incongruent_c0.nii.gz,27,disgust,incongruent,incongruent,congruent,1
129.1826011764256,360.6794510022724,-240.54604674347064,186.78491527043155,106.9929359083447,./emotion-fmri-neu/cp016_beta_fear_neutral_c0.nii.gz,16,fear,neutral,neutral,congruent,1
129.95718352127182,-6.696739150465173,-279.202242519113,221.1332241975702,-126.86338199253956,./emotion-fmri-neu/cp007_beta_disgust_neutral_c0.nii.gz,7,disgust,neutral,neutral,incongruent,1
130.1062480197467,430.3095333023626,-247.45818688463893,382.7002812140084,-400.4594599256599,./emotion-fmri-neu/cp008_beta_anger_neutral_c0.nii.gz,8,anger,neutral,neutral,congruent,1
137.2827374875823,106.51057030648428,-97.33706413094345,150.01406795315486,-22.44344197422471,./emotion-fmri-neu/cp015_beta_anger_incongruent_c0.nii.gz,15,anger,incongruent,incongruent,neutral,1
140.57213083060805,236.76976089379224,-227.76201953234747,82.86810685069634,-156.27460241110109,./emotion-fmri-neu/cp016_beta_disgust_incongruent_c0.nii.gz,16,disgust,incongruent,incongruent,congruent,1
141.02489914323803,194.28563404578,136.96169042793483,76.49753536176087,150.41045099196498,./emotion-fmri-neu/cp027_beta_disgust_congruent_c0.nii.gz,27,disgust,congruent,congruent,neutral,1
147.66082166195372,49.08883063613099,34.96610365909635,168.9168811649907,-58.37537530827534,./emotion-fmri-neu/cp015_beta_disgust_incongruent_c0.nii.gz,15,disgust,incongruent,incongruent,congruent,1
165.77949602285872,205.8935263768749,86.44682847012561,-264.74033545270674,38.55464268735407,./emotion-fmri-neu/cp001_beta_disgust_neutral_c0.nii.gz,1,disgust,neutral,neutral,incongruent,1
166.14603683372292,295.4366007688066,-207.0788553619532,46.32121922552504,-62.125258643125214,./emotion-fmri-neu/cp016_beta_anger_incongruent_c0.nii.gz,16,anger,incongruent,incongruent,neutral,1
168.8748847707917,124.74543107358409,184.47973662100736,-56.13086375312483,87.27608988136697,./emotion-fmri-neu/cp027_beta_anger_incongruent_c0.nii.gz,27,anger,incongruent,incongruent,neutral,1
184.7173063159075,264.9946074237936,-101.35478810207512,-87.95411328369454,-368.3428929952328,./emotion-fmri-neu/cp011_beta_anger_neutral_c0.nii.gz,11,anger,neutral,neutral,incongruent,1
190.61626358987468,-33.62766812330928,133.9567304876145,285.92525319043995,-135.5190811893555,./emotion-fmri-neu/cp002_beta_disgust_congruent_c0.nii.gz,2,disgust,congruent,congruent,neutral,1
197.7727920843837,-190.3755794520938,270.29415692046183,177.35997645942282,215.73991253726385,./emotion-fmri-neu/cp005_beta_disgust_neutral_c0.nii.gz,5,disgust,neutral,neutral,congruent,1
203.10385003104125,324.6190729176982,-69.51387312707496,62.18612437990413,-135.95939830425067,./emotion-fmri-neu/cp003_beta_disgust_neutral_c0.nii.gz,3,disgust,neutral,neutral,incongruent,1
205.1570757040128,-135.57248965421724,66.90385440986384,379.17027527362137,-168.75759464672095,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent,congruent,neutral,1
227.1223446630896,130.55886529435412,83.24552266364434,-14.948148220399428,-20.351337798808,./emotion-fmri-neu/cp027_beta_fear_incongruent_c0.nii.gz,27,fear,incongruent,incongruent,neutral,1
231.06543420896747,-72.33840433322213,8.487506225225818,-46.31899021056995,-94.83246015463264,./emotion-fmri-neu/cp017_beta_disgust_congruent_c0.nii.gz,17,disgust,congruent,congruent,neutral,1
249.39069618975716,143.82565584182026,-425.9395332068879,60.200362316952365,9.387354085039412,./emotion-fmri-neu/cp012_beta_fear_congruent_c0.nii.gz,12,fear,congruent,congruent,neutral,1
251.3915719624772,-81.95819501760525,87.55436703161318,-39.45463215719887,-12.847567431078854,./emotion-fmri-neu/cp017_beta_fear_congruent_c0.nii.gz,17,fear,congruent,congruent,neutral,1
262.7543223465355,38.01009224948698,486.3876073835687,-65.3843523404904,-172.03475671214275,./emotion-fmri-neu/cp025_beta_fear_neutral_c0.nii.gz,25,fear,neutral,neutral,congruent,1
269.23631456763155,-106.77128989998944,17.723461580449186,-97.25919225766854,-373.4984807044776,./emotion-fmri-neu/cp024_beta_fear_neutral_c0.nii.gz,24,fear,neutral,neutral,incongruent,1
269.33095116746307,47.92491296734013,-66.1608710121845,35.44575431784933,-440.80622553109794,./emotion-fmri-neu/cp021_beta_anger_neutral_c0.nii.gz,21,anger,neutral,neutral,incongruent,1
270.8978765779924,-85.91064545622788,206.5377868195453,-290.7955259357878,11.044397595856063,./emotion-fmri-neu/cp001_beta_anger_neutral_c0.nii.gz,1,anger,neutral,neutral,incongruent,1
272.9855232578086,-466.9423940734528,-116.06327379317536,-311.51384768220254,-59.71100703287432,./emotion-fmri-neu/cp018_beta_anger_neutral_c0.nii.gz,18,anger,neutral,neutral,incongruent,1
