feature,corrcoef,category
Left Cerebellum,0.019510549385872714,No Correlation
Right Cerebellum,-0.10602545004306062,No Correlation
Left Brainstem,-0.08902580162293866,No Correlation
Right Brainstem,-0.08113990210947257,No Correlation
Left Cerebrum,0.03081537882474431,No Correlation
Right Cerebrum,0.06990961868048079,No Correlation
Inter-Hemispheric,0.054189164695837636,No Correlation
