,precision,recall,f1-score,support
anger,0.9545454545454546,0.9333333333333333,0.9438202247191012,45.0
disgust,0.8695652173913043,0.8888888888888888,0.8791208791208792,45.0
fear,0.9111111111111111,0.9111111111111111,0.9111111111111111,45.0
accuracy,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9111111111111111
macro avg,0.9117405943492899,0.9111111111111111,0.9113507383170304,135.0
weighted avg,0.91174059434929,0.9111111111111111,0.9113507383170305,135.0
