,precision,recall,f1-score,support
anger,0.4,0.4444444444444444,0.4210526315789474,45.0
disgust,0.37037037037037035,0.4444444444444444,0.404040404040404,45.0
fear,0.3225806451612903,0.2222222222222222,0.2631578947368421,45.0
accuracy,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.37037037037037035
macro avg,0.3643170051772202,0.3703703703703704,0.3627503101187311,135.0
weighted avg,0.3643170051772202,0.37037037037037035,0.36275031011873116,135.0
