,precision,recall,f1-score,support
anger,0.813953488372093,0.7777777777777778,0.7954545454545455,45.0
disgust,0.8260869565217391,0.8444444444444444,0.8351648351648352,45.0
fear,0.8478260869565217,0.8666666666666667,0.8571428571428571,45.0
accuracy,0.8296296296296296,0.8296296296296296,0.8296296296296296,0.8296296296296296
macro avg,0.8292888439501179,0.8296296296296296,0.8292540792540793,135.0
weighted avg,0.8292888439501178,0.8296296296296296,0.8292540792540793,135.0
