,precision,recall,f1-score,support
congruent,0.9111111111111111,0.9111111111111111,0.9111111111111111,45.0
incongruent,0.8888888888888888,0.8888888888888888,0.8888888888888888,45.0
neutral,0.9333333333333333,0.9333333333333333,0.9333333333333333,45.0
accuracy,0.9111111111111111,0.9111111111111111,0.9111111111111111,0.9111111111111111
macro avg,0.9111111111111111,0.9111111111111111,0.9111111111111111,135.0
weighted avg,0.9111111111111111,0.9111111111111111,0.9111111111111111,135.0
