,precision,recall,f1-score,support
anger,0.7954545454545454,0.7777777777777778,0.7865168539325843,45.0
disgust,0.7391304347826086,0.7555555555555555,0.7472527472527473,45.0
fear,0.7333333333333333,0.7333333333333333,0.7333333333333333,45.0
accuracy,0.7555555555555555,0.7555555555555555,0.7555555555555555,0.7555555555555555
macro avg,0.7559727711901624,0.7555555555555555,0.7557009781728884,135.0
weighted avg,0.7559727711901625,0.7555555555555555,0.7557009781728883,135.0
