,precision,recall,f1-score,support
anger,0.6744186046511628,0.6444444444444445,0.6590909090909091,45.0
disgust,0.7,0.7777777777777778,0.7368421052631577,45.0
fear,0.6666666666666666,0.6222222222222222,0.6436781609195403,45.0
accuracy,0.6814814814814815,0.6814814814814815,0.6814814814814815,0.6814814814814815
macro avg,0.6803617571059432,0.6814814814814815,0.679870391757869,135.0
weighted avg,0.680361757105943,0.6814814814814815,0.679870391757869,135.0
