,precision,recall,f1-score,support
anger,0.46153846153846156,0.26666666666666666,0.3380281690140845,45.0
disgust,0.48,0.5333333333333333,0.505263157894737,45.0
fear,0.4067796610169492,0.5333333333333333,0.46153846153846156,45.0
accuracy,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
macro avg,0.44943937418513685,0.4444444444444445,0.434943262815761,135.0
weighted avg,0.4494393741851369,0.4444444444444444,0.43494326281576096,135.0
