,precision,recall,f1-score,support
congruent,0.7727272727272727,0.7555555555555555,0.7640449438202247,45.0
incongruent,0.7272727272727273,0.7111111111111111,0.7191011235955056,45.0
neutral,0.7659574468085106,0.8,0.7826086956521738,45.0
accuracy,0.7555555555555555,0.7555555555555555,0.7555555555555555,0.7555555555555555
macro avg,0.7553191489361701,0.7555555555555555,0.7552515876893015,135.0
weighted avg,0.7553191489361701,0.7555555555555555,0.7552515876893015,135.0
