,precision,recall,f1-score,support
anger,0.3953488372093023,0.37777777777777777,0.38636363636363635,45.0
disgust,0.358974358974359,0.3111111111111111,0.3333333333333333,45.0
fear,0.37735849056603776,0.4444444444444444,0.40816326530612246,45.0
accuracy,0.37777777777777777,0.37777777777777777,0.37777777777777777,0.37777777777777777
macro avg,0.37722722891656635,0.37777777777777777,0.3759534116676974,135.0
weighted avg,0.37722722891656635,0.37777777777777777,0.3759534116676974,135.0
