,precision,recall,f1-score,support
anger,0.4878048780487805,0.4444444444444444,0.46511627906976744,45.0
disgust,0.48936170212765956,0.5111111111111111,0.5,45.0
fear,0.5106382978723404,0.5333333333333333,0.5217391304347825,45.0
accuracy,0.4962962962962963,0.4962962962962963,0.4962962962962963,0.4962962962962963
macro avg,0.4959349593495935,0.4962962962962963,0.49561846983485,135.0
weighted avg,0.49593495934959353,0.4962962962962963,0.4956184698348499,135.0
