feature,VIF
Temporal Lobe,4.972502651435672
Frontal Lobe,4.804711412089674
Parietal Lobe,4.44825725220446
Frontal-Temporal Space,4.3531442201725525
Occipital Lobe,2.471098216001184
Pons,1.9914921338993632
Cerebro-Spinal Fluid,1.6885434080697346
Medulla,1.6755139363090836
