,precision,recall,f1-score,support
anger,0.7922077922077922,0.8472222222222222,0.8187919463087249,72.0
disgust,0.8769230769230769,0.7916666666666666,0.832116788321168,72.0
fear,0.7972972972972973,0.8194444444444444,0.8082191780821918,72.0
accuracy,0.8194444444444444,0.8194444444444444,0.8194444444444444,0.8194444444444444
macro avg,0.8221427221427221,0.8194444444444443,0.8197093042373615,216.0
weighted avg,0.8221427221427222,0.8194444444444444,0.8197093042373615,216.0
