Inferior Semi-Lunar Lobule,Cerebellar Tonsil,Inferior Temporal Gyrus,Uncus,Middle Temporal Gyrus,Superior Temporal Gyrus,Sub-Gyral,Pyramis,Uvula,Uvula of Vermis,Fourth Ventricle,Tuber,Pyramis of Vermis,Nodule,Culmen,Orbital Gyrus,Tuber of Vermis,Fusiform Gyrus,Parahippocampal Gyrus,Rectal Gyrus,Superior Frontal Gyrus,Declive,Declive of Vermis,Fastigium,Lateral Ventricle,Inferior Frontal Gyrus,Middle Frontal Gyrus,Cerebellar Lingual,Medial Frontal Gyrus,Lingual Gyrus,Inferior Occipital Gyrus,Subcallosal Gyrus,Middle Occipital Gyrus,Culmen of Vermis,Extra-Nuclear,Caudate,Third Ventricle,Anterior Cingulate,Lentiform Nucleus,Thalamus,Insula,Claustrum,Cuneus,Posterior Cingulate,Precentral Gyrus,Transverse Temporal Gyrus,Postcentral Gyrus,Precuneus,Superior Occipital Gyrus,Supramarginal Gyrus,Inferior Parietal Lobule,Cingulate Gyrus,Angular Gyrus,Superior Parietal Lobule,Paracentral Lobule,filename,subject,emotion,priming
-0.11614309771936629,0.2658882582112293,0.6649461772169798,1.0191930921237822,0.6187373920535888,1.4066623136921377,0.6713216028103896,0.19677741127679385,2.0627303023268473,-0.4682839038549406,0.827467033966019,2.0306864915179914,-0.16848529399291257,0.7127216569028628,2.257719676884804,0.19233356346356537,0.7186856572738726,2.5541755375617234,1.0858348689536816,0.4800129381822414,0.8248809449831717,5.192425528614882,3.1298667602037886,0.5577727122348274,0.5431698914911411,0.8062903520128231,0.25689223956541213,0.8072517248543264,0.6042463440318794,4.81347163563095,5.222849473710396,1.0815827208648092,3.2119952944756056,2.841376335298138,0.6335072290258288,0.5617734607711675,-1.6292848842886485,0.4571902086121613,0.6573665500616946,0.8594670210461816,1.3099776561416092,0.9624876632964897,3.574088327880565,0.18269248336931532,1.2843140213614055,1.910800723952145,2.1243137161992047,0.32734489896839164,1.3535036094062676,0.46275131415130133,0.4065342364656546,0.949150814878107,-0.3859119687499887,1.317658580464001,1.6145269890022316,./emotion-fmri-neu/cp001_beta_anger_congruent_c0.nii.gz,1,anger,congruent
-0.14677231992670778,0.6241682849339925,0.6873549201918973,0.5456346927288949,0.6071341116859543,0.5957457276096383,0.27316325623688303,0.27798381544574635,2.8693563449126533,0.08353707758521617,1.7113837743670726,2.8723128407909804,0.07653648496338956,1.4455084560927098,3.270905271436491,0.5981493002216078,0.3584727863978987,3.643377112875529,0.5721114487881324,0.7361270477867718,1.3207545043664755,7.307619401272509,4.007912361165885,1.5819214679174352,-0.4342404329190091,1.6780772403229722,1.318201069603049,1.5152442072568189,0.9171740695408419,7.591431968981229,7.456649417596891,0.6569289096259379,4.842542798957424,5.0465536558842965,0.03933205799809693,-0.16378065253441132,0.294196341513487,0.4915904009956742,0.3703453463561901,0.7518063755442003,0.02942510493044863,0.4856784733609654,4.840686439395365,0.4275675241714593,0.42667174676874425,0.10525766840425119,0.4946087010727982,0.20852161170403377,2.668744313620272,1.1331581158533564,0.6865099149771459,0.24115553037388926,0.41883979945977184,2.217423123879413,0.07526056795728359,./emotion-fmri-neu/cp001_beta_anger_incongruent_c0.nii.gz,1,anger,incongruent
0.5419988835891612,1.2018361987290813,1.2002490185646337,1.597746080860298,1.3749656902813698,0.38760961396407523,0.4399326881826939,1.8993064840225116,4.499964770738575,0.4309771119152926,1.0109941698137024,4.380299832645833,2.1545418041729065,0.91609942031731,4.39826558073857,0.6251157444575244,1.4707690906097046,4.501870788597667,0.899811966887431,0.7867230734641574,2.629440014183262,8.014695252865767,3.8244286438194464,0.2512882567854105,0.3462369773616038,2.7179749916022624,2.027759961701705,2.534587126634317,1.5541608702600571,6.626966134172982,9.996719901196169,-0.5869718525286093,6.570196596119366,5.1449101863155615,0.683896548807331,2.2226371395155544,1.8816799229951038,0.262341515991186,0.9038563358319611,2.2410463192927326,-0.2535927839025304,0.3913633180311627,4.142886757516254,1.8134296116298534,0.26844683928245433,-0.281158967470309,0.21925333280998247,0.5698481818748985,5.201321300431521,1.0081407243306082,0.5078136012723214,0.17037962171908005,2.0175874462088017,2.869635310244892,-2.1341815216945066,./emotion-fmri-neu/cp001_beta_anger_neutral_c0.nii.gz,1,anger,neutral
-0.3931296060609095,0.5969795341027612,0.8792855490309499,0.47680741149647154,0.32844291604925396,0.5924599237571706,0.35292209519729234,0.0897307923111144,1.8128977920188825,-0.7357368356804878,2.4512533831674284,2.041151003718939,-0.821649018960481,1.3080559471680504,1.5148241525377273,0.3901212565974008,-0.4633055230349005,2.390892015154993,0.04406878880884999,0.7035387547547861,0.6670224691257688,4.622934012470078,2.795612743930814,0.8293876597240599,-0.27960481397149434,0.5192474520689627,0.555117664217802,-0.5528289671785338,0.33697713163072046,4.876933934305331,4.324925053103887,0.25281525036618424,2.729882139136381,2.43429730674523,0.18196130590540208,-0.5182881478124965,-0.9520627750233687,0.5164539524680878,0.7966456238578588,0.08365185180204657,0.6600418299950327,0.8657526757728105,3.0465440502564016,0.36694640178500554,-0.013809495552118937,0.6190353073665782,0.2920440353371033,0.17259837065294317,-0.2676777423261105,1.9251262482046678,0.9497427152209044,0.22995009034310318,0.8918512755423664,1.020470696116397,-0.2502084180345917,./emotion-fmri-neu/cp001_beta_fear_congruent_c0.nii.gz,1,fear,congruent
-0.3819800579324468,-0.05379143529891269,0.29450001831347483,0.5857241520895822,-0.44173479546283867,-0.5383131710377738,-0.07546672496309631,-0.01955839759546699,1.634518714450514,-1.0587590398707911,1.021389465160894,1.7166881714078432,-0.5111533916296467,0.36449972399092834,2.3114254102917324,0.6487680542615673,0.16782430561700673,3.5171128302163934,0.2318455669716351,1.027394443236603,1.1619165640021027,5.617936954768973,2.942056455543956,0.35878526610489847,-0.9187438771477701,1.673961927227042,1.1083652266652482,0.8930229036672253,0.652760816228773,6.952031012217199,7.102627753277646,0.5923154128812762,4.622182675259371,2.0721447565369364,-0.4481354049053054,-0.3317699506956311,0.3967279636774117,0.42291285808058116,0.30917992242798703,-0.023736941777677253,-0.6509667447307013,-0.014970804927312115,4.114409013209447,0.427569446796145,-0.5685995039023904,-1.3736870529651282,-1.0498361955971194,-0.204597944373817,2.719530364738412,0.5308751760238342,-0.1630765665830722,-0.15989655155827234,0.811078387284348,1.9375860079927292,-1.386054791698018,./emotion-fmri-neu/cp001_beta_fear_incongruent_c0.nii.gz,1,fear,incongruent
-0.11869263878790623,1.0676526168378153,0.8316511378068598,0.367351243342985,1.048831651408711,0.6216115567964771,0.6829525040732645,0.26759320495836814,2.38400733720748,-1.60340324544888,1.4482934024501526,2.904268038501302,-0.7101010611148543,-0.3644441560397009,3.955157983500199,0.4158316167980474,0.01229065067959487,3.520310983806805,0.5625773388757553,0.8157779730028104,1.7958886482822818,6.766462331788636,4.6489197351839415,0.593560219782329,-0.8314485352825873,2.5189419718219286,2.7995279476277566,3.1242522933799513,1.3753507205524178,7.626113705124103,8.39873718849101,0.500105516174389,4.784690108558913,5.708339175032121,0.15906971878670137,0.25291387993827025,0.6600570326599755,0.2352673038203087,1.3407817253112837,1.3632208083051098,0.6555730715866576,0.8253145162915196,5.067641240469175,1.5497347673049853,1.131108527806011,-0.040856574245878366,0.8859518731993234,1.7588011750975192,4.314944866017614,1.7861657002302087,1.7141002319143313,0.29753488964980407,2.621620601206144,4.530394901417852,0.8020920096436607,./emotion-fmri-neu/cp001_beta_fear_neutral_c0.nii.gz,1,fear,neutral
-0.0730568374001898,0.29353617824615424,0.5468031314776304,0.6191690362524049,0.24967103671567428,-0.5558732082135683,0.18156500777803303,0.5776295253506625,3.0474326582963416,0.9043918772015216,1.4388681779441015,2.8554009721604623,1.0860262952056647,0.9251433769663794,2.74780130647406,0.6906202296382421,0.8618334587931714,3.160274323484083,0.8348753223020452,0.7896548447076545,0.5487517504367054,6.289665685434797,2.715255075441963,1.5660446129766166,-0.1636512465808714,1.0044882888506177,0.1860779467338451,1.4857318732363924,0.47094317629485705,6.5959255621231305,6.516243199591069,0.48432599411109006,4.8479364449930396,2.7378268524909237,0.1797312688788105,0.49792954166229103,0.8370694079653795,0.4006370166547216,0.49543174080285474,1.0064937972879415,-0.7376607249516463,-0.11047494671991917,5.074853442989073,0.08527058719844469,-0.9475505248603976,-1.3839725441451982,-0.7397865516265423,0.046005337189593876,3.7163988735709643,-0.4278111151897761,-0.7918987144431819,-0.8071966924415909,0.06468162159097225,2.6701892992228253,-1.0144356054211288,./emotion-fmri-neu/cp001_beta_disgust_congruent_c0.nii.gz,1,disgust,congruent
-0.36383909991435304,-0.5328939716520642,0.033746028972349344,0.6298079102997775,-0.553514844247075,-0.7958491548767164,-0.05738239212473429,-0.538173817681264,1.9749141764001497,-0.39716554371720597,0.6816070980732996,2.0170272296345875,-0.12881248310889695,-0.05673724557851788,3.0690237826755213,-0.20007420499752993,0.056659096818736855,4.125965627625365,0.40586787636822197,-0.2070940897977219,0.3091047242425622,6.82774263105934,2.4138175910087574,0.2838110241244386,-1.0818634883301073,1.8552254794604355,0.8161240045542482,1.700161015732827,-0.47282499675978656,6.74934885899009,9.060706844379471,-0.34757934470146246,5.573905071141563,1.870261028127288,-0.4434920750959507,-1.0848418962908282,0.6794521805291895,-0.48511974461147755,-0.24076348682438886,0.12953051293985898,-0.7800526657614133,-0.1448007996275738,4.45198493599236,-0.47026692252384317,-1.194895046216384,-2.0452834023674527,-1.5041638305065284,-0.9686046246187674,2.940062631402419,-0.6519784170623734,-0.5075544792574979,-0.43913394134543055,-1.003838911297246,2.0669656457558325,-1.8567391759478125,./emotion-fmri-neu/cp001_beta_disgust_incongruent_c0.nii.gz,1,disgust,incongruent
0.06194861658435364,-0.1495042057064889,0.9480706359359007,1.1468507916557604,1.15464391079622,0.29014042474680485,-0.032562442331154386,1.2884566686082721,3.238330398761397,0.21222216426599563,0.9053269381106125,2.525897743528505,1.9659075134604593,0.5717702658814849,2.910367213094807,0.4743846605420751,2.6812798226251218,2.9649141054036576,0.255807238442023,0.5902257375865598,1.7432887418756238,5.820574312875882,4.159509831842862,0.5955715269989256,-0.8848557620930582,1.858463726856564,1.4397808694910912,2.4917710156870583,1.3322907813126592,5.346739522716025,6.34342335906709,0.9994199540741514,3.940923764357815,3.2905178859023305,-0.2782065087383548,0.4056250100890609,0.8027809832851672,0.7735502191355456,0.0800253782549586,0.3413454649290933,-0.45879974413148417,0.20249028238418001,3.56726049332788,1.3199523915335452,-0.18258242165859748,-1.060419509579159,-0.5639935838932826,0.15107238005656332,2.253043790131927,1.7645846861525794,0.4209937832381177,-0.541643791985325,2.986941419676652,2.727136778287746,-1.023233586268589,./emotion-fmri-neu/cp001_beta_disgust_neutral_c0.nii.gz,1,disgust,neutral
1.0047172894864522,1.769495699584902,0.3833123356913857,-0.11262273260231741,0.429175276963715,0.04498664899459629,-0.027453220504955838,0.7065231304692866,2.473641757962918,2.5996605794366943,4.361589794625393,1.0343007815379643,2.748351613275561,3.407201745103672,2.510576767286717,-0.2296345854198121,2.541586614719524,3.094429361251303,0.024768879335301665,0.1680407881991653,-0.08208691774770223,4.8325347598025425,3.4621041939468205,3.2149271086737663,-1.5989435225210018,0.5541739650760518,0.43627345200982404,2.733899731317005,-1.1296777479203057,3.3830784913433516,4.589477825907611,-0.2425152605476231,4.9009639883352065,0.24820320810275612,-0.8180166452430517,-1.5652597161353465,-0.6147095776887697,-2.8563357865080308,0.06125448544797957,0.1232358671305424,-0.2506362641146776,-0.42265307711702843,1.3605463423848938,-1.723341331313105,0.6730631143011023,0.6457809699236078,1.5496069058835367,-0.9590434786611142,2.248315970857099,-0.10515000564335712,1.947107371467825,-1.4183113653009884,-1.2068279853766486,3.266460820013749,-1.163621715852179,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent
