Feat 1,Feat 2,Feat 3,Feat 4,Feat 5,Feat 6,Feat 7,Feat 8,Feat 9,Feat 10,Feat 11,Feat 12,Feat 13,Feat 14,Feat 15,Feat 16,Feat 17,Feat 18,Feat 19,Feat 20,Feat 21,Feat 22,Feat 23,Feat 24,Feat 25,Feat 26,Feat 27,Feat 28,Feat 29,Feat 30,Feat 31,Feat 32,Feat 33,Feat 34,Feat 35,Feat 36,Feat 37,Feat 38,Feat 39,Feat 40,Feat 41,Feat 42,Feat 43,Feat 44,Feat 45,Feat 46,Feat 47,Feat 48,Feat 49,Feat 50,Feat 51,filename,subject,emotion,priming
-179.51358548737946,-87.529420502451,-119.65162887456079,236.0093886339455,-205.4886442131657,-0.9834262866713724,-90.27602428608009,-163.61910263294803,-174.92510305105964,7.605568904688734,38.121184989562,-48.14170483262942,80.22963041187985,-39.788161579971444,-63.32222478531846,30.28298798995831,13.898649647256601,23.987914869270984,-96.03094028019935,-102.88591356098787,8.01680910995056,-111.72489160145334,31.308643519313367,-116.4340712594994,53.74725186146982,125.87645923886892,-91.73748470730689,18.61867144556234,-72.98426586612746,-77.8832633130039,-30.35240375343912,-99.48857678919458,0.9523516222301819,41.08020796094796,-30.375964645015664,-39.38779382691332,-58.86835993385449,12.313885945502019,140.53982258673753,9.508172515991209,-7.630271028678577,-6.757756657101471,-39.707996551237045,-36.2264563718412,49.38300048388725,-121.10156009825145,-116.28382160902314,34.90766459507506,119.3132001423075,-83.22544212051665,-87.11477945186422,./emotion-fmri-neu/cp001_beta_anger_congruent_c0.nii.gz,1,anger,congruent
-152.75544466772578,-4.164966695865703,71.37697276132677,-33.10652479654807,63.296729890648656,-53.522783744708576,-35.86263851380777,-59.914991259614936,-196.25707095397283,11.201114188815879,41.857454887485495,-19.76303831259236,60.397364701228376,-48.01154895595321,73.01703776639073,-52.44004177819597,75.91191208598036,65.7912244531477,-99.0285162186144,-28.52264318149349,-42.39235379473116,-103.48514345790936,36.54298048167475,16.934254294527697,45.150311204563366,-88.63189866618974,-6.233989570948036,-20.021057146669726,-16.673699480975706,-95.09554231143524,-50.68167538574314,25.97132906621559,51.647543285415914,25.276215127288445,-28.898705210508986,42.422682191970914,40.96710998133787,92.68797859217538,31.82138358932346,125.7499912651857,-47.49629777056661,2.323787606423531,-35.470935687676686,58.66732177867723,-109.9236666857151,26.46597838872235,7.141224813328246,-53.080641876546885,1.1583697465064529,78.29726478633145,-27.979096476004298,./emotion-fmri-neu/cp001_beta_anger_incongruent_c0.nii.gz,1,anger,incongruent
-173.95136055444837,-125.33440625135238,179.23139600096744,-61.2957368759855,97.94816501328732,-207.65632283967946,1.232356611749059,24.897884999646617,-171.96871947826278,26.385592449247422,-18.284531837958134,-3.124291245361839,2.7936020620699678,-189.88921181820479,156.57357395276887,-262.560086181305,45.35867019015118,42.77271717661138,-129.5405254603737,-52.8599151234524,-189.44092485019888,-134.44394794284432,-38.00590088983375,46.41254075898392,-47.040904947797046,91.65983152619064,25.85640973379313,-98.25512193095952,-37.141449706376555,-109.04935502644942,-13.844511321328973,-213.84266749761625,10.944521559422158,-9.741273988219348,-47.1573071889539,84.83454643123578,-60.80319931014625,93.75983529285789,6.87552239866812,-78.29147230995154,-196.65484790083673,-148.18797943058226,-117.12311837318221,37.034218633940874,20.08865590650018,-80.70508852438104,28.655234268595144,-16.31525898629407,79.78979958589494,12.767322560727429,4.147161429906843,./emotion-fmri-neu/cp001_beta_anger_neutral_c0.nii.gz,1,anger,neutral
8.04638254045366,-187.65944925819116,-149.5773939744523,62.664482678845076,6.019127239297949,44.42141658588669,-143.4679790306795,-48.930645064495124,-223.11679608203696,-65.72604779043557,9.627538707709146,-80.28546188536725,32.59602410304941,-24.689935940872765,-43.1467093235226,-68.87864992012625,49.48014407061823,161.50065159687122,-38.108368734380164,-75.98236138796622,85.78670669137708,-80.61800127992463,26.635439676748483,24.303962096564323,40.03254527134221,109.5612567669732,-61.43011983008015,-6.638887752944542,-56.88594387720171,-23.007060856063735,10.523941218655352,-33.43720169810271,-43.956568611982156,193.39851180145388,-162.24019845722728,79.77174514552411,-16.19780310191464,134.30696840324632,22.10981657399564,-82.19433960408257,-45.114228443294486,8.640293523575231,-29.943028925577718,-67.18684848269446,73.029097777649,147.83721451507404,72.1016114782826,185.61810797447004,-64.24101575222143,23.22627279379343,92.07129911681547,./emotion-fmri-neu/cp001_beta_fear_congruent_c0.nii.gz,1,fear,congruent
107.56730871366753,-117.91992960196576,144.92590363738847,-157.98235607273003,174.38175367102272,-271.3250974540058,42.11066377729838,41.346398193452956,-183.48322855156368,68.61347319851166,-61.49173112695229,38.946593253219206,-35.693896633918705,-31.520801121222732,69.41250684233715,-10.76170481523544,43.55192126007788,209.52431095083404,40.721120189776535,-1.4083278616657553,-16.868415741122007,-116.75511779279437,97.10047303444398,-97.71979614011744,70.51810455144015,29.675009577375135,-1.9876201910652695,-102.66831658946643,51.09664922765546,97.36900033133166,-55.96389298382574,37.13325992468043,109.83574522782193,22.752789793667656,-45.96232266212282,113.38784313808932,-1.9410220250755226,-86.82425193194237,14.427402966557706,-48.651669445183586,83.26981084765615,-20.94743071985983,3.7523789251640776,43.194191272643565,-29.286860689028757,-23.979026689044645,-81.9413538455149,88.06718172959496,-53.37787772150648,-35.4220855410448,76.6853203436089,./emotion-fmri-neu/cp001_beta_fear_incongruent_c0.nii.gz,1,fear,incongruent
-251.0813748024691,-76.67545994607752,-37.32424980656441,42.23275844684352,61.55790498303522,-119.80990421337928,194.0033038252058,1.779831460082012,-307.37504043787675,89.95441758627314,79.5354203643829,82.93574051720778,-9.073454625355335,-141.01423945005635,-14.291904798254295,-52.53517327150653,98.87967600322422,229.6556367180132,-34.58770913765615,-10.168335706253288,-207.4557481471209,-79.6864211113278,-9.043499142566212,62.17799044185878,-173.97974519102272,-40.001796460700106,36.022620012030025,-85.26086933871585,167.6958270200717,73.6089299256436,87.04708729547592,46.669861947454606,-37.6161749956168,25.22053814494971,-38.19884857564825,-52.41403096966049,-55.24464448434039,75.66537651864766,-3.621026640616911,-6.214110024537573,-81.01055647831247,57.90031316053047,62.35876776755981,38.38624869288717,-164.006473202398,-51.139388708894835,-146.64479347443998,46.763579216645056,-62.96990923374868,78.86084005389232,-44.71324877861268,./emotion-fmri-neu/cp001_beta_fear_neutral_c0.nii.gz,1,fear,neutral
84.20434768909557,-113.42573481610032,318.3885715039855,-138.57051630137994,67.97037245515918,-143.80432670540915,-46.96720727770213,-47.45228517075785,-262.1046590301996,55.043530534094735,40.937939076257166,-4.857410103295565,-58.671386404118465,7.09834256571421,64.8210335534822,27.60103010104129,14.625879114091157,147.0509514665962,16.955330571107837,-32.03026719939664,-121.94818634667101,-123.34757077328524,75.49367919767346,-49.59529557030577,14.403974561480933,12.05372432448981,-90.3280702178192,86.82304375421457,-72.6623521598647,93.02454753875355,41.3389539700332,8.815846188890799,111.6059217666782,-3.4598158085229667,-90.39087531624271,-41.26944260217481,73.39107792709616,-27.022206485999135,28.55818852799046,-138.59827870911303,21.741714230130686,-124.92003153286738,-34.30377286306548,-72.9074581488164,-105.61890536847335,44.8210260570662,-2.9398385715045054,127.56774489715009,31.996770275517203,83.76368894330625,3.144195481819993,./emotion-fmri-neu/cp001_beta_disgust_congruent_c0.nii.gz,1,disgust,congruent
191.81272884011358,-55.29233448716714,250.264536379442,-93.17945099511715,138.76448769940802,-260.1644568524882,186.06785469636864,85.6597089182376,-152.91271637671548,130.3000480839464,49.88229265260182,73.9087455160355,72.10580051261482,-67.29169340864144,53.244241631263726,58.93125334781163,109.54440481209697,167.26627884692596,-88.1383369992079,101.98080560922982,2.9300647104478483,-32.56866201635573,25.592750819963793,-82.76905107299625,-8.736187385138024,-64.91329918474862,-34.96188604439969,-168.34794799450583,-32.49622725327494,-17.73018265537659,-170.60903029301122,13.758852855941862,-11.72636953916749,25.476827983104823,-43.441199614375364,35.61802823667893,20.733797899881434,40.3129118280634,53.01673320394076,-4.679326495301263,44.9782368539515,-31.841089548103845,-44.80169860772769,-58.73169107680253,-4.55443350650814,-19.88327872851661,53.55827282659699,20.536358858222133,90.31212579401168,19.468442829860695,79.64439361148791,./emotion-fmri-neu/cp001_beta_disgust_incongruent_c0.nii.gz,1,disgust,incongruent
-22.524592541234522,-173.9691326474701,69.84861856470037,-141.6453848041525,110.08217235985732,-115.17495380747758,-63.990326823901505,-37.67401047831316,-216.16125887625861,-52.71271313888177,-45.45068475988754,-89.68022490953025,-7.4351062588555745,-137.13889247315237,111.04884081454527,-89.1374245022629,36.02376490383256,35.75657884342967,-65.29032198964956,-69.2862005255923,-183.82643411245354,-153.4800265548479,-49.151203157369906,17.050849045955857,-0.8439380457745511,96.22851988895353,-63.8347266909817,-210.87246151545673,-29.651789346323064,-78.17538964482874,-138.70525348806143,6.396260423298893,77.08084903371336,-20.501044127370495,-67.56128911771722,93.07253687953099,-202.00304957339736,-43.83963701985103,-1.2254686944221223,-60.736660872911216,87.61952368590455,-58.7936480084809,56.85724078904398,56.91338520967029,146.62256554138852,-50.68981200708704,4.586366431387661,-31.078447732512057,101.12470620845686,-31.460068509696885,-82.34347952309197,./emotion-fmri-neu/cp001_beta_disgust_neutral_c0.nii.gz,1,disgust,neutral
103.34298810228555,251.35409338695524,44.22489341848107,54.28222228383863,259.2071023368437,216.63110336472238,-256.4056861174181,68.90264050552487,-143.15532493426414,-178.8982156119888,59.5253263823033,62.749392458661525,192.59606647425426,-178.2018626439136,-66.44631273882194,50.369918347863255,-145.5651884436387,66.14599274104559,-8.772130730379402,-56.79794275531282,-16.83367292688516,71.31688427253928,2.109479008937039,123.20871003394717,76.53269400602665,-100.45557329969199,50.511136220865296,-43.91418021605978,6.751548797837821,86.6790409168575,2.65273422362094,-72.92192123510709,-48.16739813223573,-21.277575967280768,78.53196378779005,21.130054326104542,-111.07805186547562,122.65786455163948,-136.0574531281417,7.482223099611045,-43.52440190451511,62.76855014663409,58.76384048132409,14.399812831254177,50.73592232680922,67.23623132743245,12.388293497660527,-79.5886890503863,21.67271317627305,26.60531110136936,-100.25454276619116,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent
