,train,test
accuracy,0.9351851851851853,0.4814814814814815
recall,0.9351851851851853,0.4814814814814815
precision,0.9351851851851853,0.4814814814814815
f1,0.9351851851851853,0.4814814814814815
roc_auc,0.9870327503429355,0.6496913580246912
