,train,test
accuracy,0.9851851851851852,0.6592592592592593
recall,0.9851851851851852,0.6592592592592593
precision,0.9851851851851852,0.6592592592592593
f1,0.9851851851851852,0.6592592592592593
roc_auc,0.999275548696845,0.8222222222222222
