,anger,disgust,fear
b'7Networks_LH_Vis_1',-0.40023840386172826,-0.2800840637065998,0.6803224675683179
b'7Networks_LH_Vis_2',-0.19414839943709206,0.1734252171776592,0.020723182259433624
b'7Networks_LH_Vis_3',1.0173434838529323,-0.7558213917263072,-0.2615220921266276
b'7Networks_LH_Vis_4',0.029417366950370904,-0.12762364081623123,0.0982062738658592
b'7Networks_LH_Vis_5',-0.40108227987708195,0.07914163864603634,0.3219406412310389
b'7Networks_LH_Vis_6',-0.15613760587022057,0.16762531154257393,-0.011487705672351661
b'7Networks_LH_Vis_7',0.17052650664570243,0.1883611149989288,-0.358887621644636
b'7Networks_LH_Vis_8',-0.3990661770281868,0.18048674572238613,0.21857943130580004
b'7Networks_LH_Vis_9',-0.2172347580953386,-0.08210595172593455,0.2993407098212742
b'7Networks_LH_SomMot_1',-0.28991384962470634,0.19577002882403902,0.09414382080067371
b'7Networks_LH_SomMot_2',0.01804692500430232,0.3765454240250549,-0.39459234902936285
b'7Networks_LH_SomMot_3',0.4803639504449319,-0.3810343700446919,-0.09932958040024728
b'7Networks_LH_SomMot_4',-0.21019197530568495,-0.09684264150698718,0.30703461681267585
b'7Networks_LH_SomMot_5',-0.09778849812561535,0.044576329544415184,0.05321216858119836
b'7Networks_LH_SomMot_6',0.14118928040386783,-0.15678255314056,0.015593272736691477
b'7Networks_LH_DorsAttn_Post_1',0.07002138779230122,0.1996700035088991,-0.26969139130120123
b'7Networks_LH_DorsAttn_Post_2',-0.019692252698618802,-0.10528417914168105,0.12497643184030531
b'7Networks_LH_DorsAttn_Post_3',0.3272043694242137,0.19512887552293584,-0.5223332449471533
b'7Networks_LH_DorsAttn_Post_4',0.07347420225301823,-0.005331393399757444,-0.06814280885325916
b'7Networks_LH_DorsAttn_Post_5',-0.4408878197855163,0.15029717121590078,0.29059064856961536
b'7Networks_LH_DorsAttn_Post_6',0.17732273391489298,-0.03877585530508392,-0.13854687860981632
b'7Networks_LH_DorsAttn_PrCv_1',-0.10244559928136612,-0.16845847440740505,0.27090407368877634
b'7Networks_LH_DorsAttn_FEF_1',0.18835928982223898,-0.08370996015401483,-0.10464932966821876
b'7Networks_LH_SalVentAttn_ParOper_1',0.24310794661773424,-0.49852695148618287,0.25541900486844354
b'7Networks_LH_SalVentAttn_FrOperIns_1',-0.0967312213188729,0.10412647198637137,-0.007395250667498554
b'7Networks_LH_SalVentAttn_FrOperIns_2',0.039411470329636114,0.007484585611347752,-0.04689605594097553
b'7Networks_LH_SalVentAttn_PFCl_1',0.21513477715369436,-0.47288104494645866,0.2577462677927739
b'7Networks_LH_SalVentAttn_Med_1',-0.32903660307908034,0.08893880298638908,0.24009780009269796
b'7Networks_LH_SalVentAttn_Med_2',0.5708815825911666,-0.22353163760327122,-0.3473499449879106
b'7Networks_LH_SalVentAttn_Med_3',-0.10065289329142209,-0.3301082803799525,0.4307611736713728
b'7Networks_LH_Limbic_OFC_1',0.31336114885480343,-0.3954750780119548,0.08211392915715057
b'7Networks_LH_Limbic_TempPole_1',0.2785443309958172,-0.5141681661458088,0.23562383515000365
b'7Networks_LH_Limbic_TempPole_2',-0.11044254121373101,-0.5388158802090108,0.6492584214227406
b'7Networks_LH_Cont_Par_1',0.03658978232017442,-0.0331262055124638,-0.003463576807705304
b'7Networks_LH_Cont_PFCl_1',-0.10243072573696221,0.1725558167828193,-0.0701250910458557
b'7Networks_LH_Cont_pCun_1',-0.1769350000623376,-0.0666468028830904,0.24358180294543005
b'7Networks_LH_Cont_Cing_1',0.20171527911125745,-0.10262519892256954,-0.09909008018868817
b'7Networks_LH_Default_Temp_1',0.006375379581940295,0.18547859660809926,-0.19185397619004027
b'7Networks_LH_Default_Temp_2',0.1381601092270806,0.10639780579187655,-0.24455791501895413
b'7Networks_LH_Default_Par_1',-0.4783416112117984,-0.2523785547279699,0.7307201659397644
b'7Networks_LH_Default_Par_2',-0.4563731073255834,0.20269408984933732,0.25367901747624744
b'7Networks_LH_Default_PFC_1',0.13112923660781634,0.1779414956240219,-0.309070732231841
b'7Networks_LH_Default_PFC_2',-0.5107397538220175,0.5244572141788287,-0.013717460356816013
b'7Networks_LH_Default_PFC_3',0.5114882505318304,-0.12057149744869329,-0.3909167530831321
b'7Networks_LH_Default_PFC_4',-0.016609669269381764,0.45628960177663525,-0.4396799325072579
b'7Networks_LH_Default_PFC_5',0.5561893441613103,-0.2081138191650293,-0.34807552499627425
b'7Networks_LH_Default_PFC_6',-0.19565122441107455,0.1659783050606,0.029672919350474735
b'7Networks_LH_Default_PFC_7',-0.19624236988739793,0.08408693961111456,0.11215543027628358
b'7Networks_LH_Default_pCunPCC_1',0.1736319899189735,-0.3080853294861356,0.13445333956716526
b'7Networks_LH_Default_pCunPCC_2',-0.2527763081172303,0.16041016768659958,0.09236614043062755
b'7Networks_RH_Vis_1',-0.32004670915129607,0.12692654934638098,0.1931201598049169
b'7Networks_RH_Vis_2',-0.1508728019585098,0.20152541674899083,-0.050652614790484086
b'7Networks_RH_Vis_3',-0.00301413586990843,0.21618642256013515,-0.21317228669022903
b'7Networks_RH_Vis_4',0.22768625304048512,-0.7484095880532629,0.520723335012776
b'7Networks_RH_Vis_5',0.5419751946099014,0.022001192314190746,-0.5639763869241051
b'7Networks_RH_Vis_6',-0.25196180365181464,0.33632958367134913,-0.08436778001952105
b'7Networks_RH_Vis_7',0.5295079418009963,-0.09256199978573962,-0.43694594201525316
b'7Networks_RH_Vis_8',-0.32552480921242316,0.4705860767181191,-0.14506126750570386
b'7Networks_RH_SomMot_1',-0.2420227611470854,-0.3850185229942217,0.6270412841413084
b'7Networks_RH_SomMot_2',-0.0930680855438094,-0.17481720116337934,0.26788528670718914
b'7Networks_RH_SomMot_3',0.24832364377125282,0.2904613710608656,-0.5387850148321076
b'7Networks_RH_SomMot_4',-0.18213331644645603,0.4376742148531899,-0.2555408984067317
b'7Networks_RH_SomMot_5',-0.04578363150975868,0.11014273532930068,-0.06435910381953891
b'7Networks_RH_SomMot_6',0.5235696041614125,-0.0786501847579183,-0.4449194194035019
b'7Networks_RH_SomMot_7',-0.30147866004965934,0.4401231470613037,-0.13864448701163282
b'7Networks_RH_SomMot_8',-0.2565447184087696,-0.38705653000584195,0.6436012484146051
b'7Networks_RH_DorsAttn_Post_1',-0.019843825016289868,-0.2498231726935935,0.26966699770988545
b'7Networks_RH_DorsAttn_Post_2',0.19434111877048915,-1.0187642950138194,0.8244231762433294
b'7Networks_RH_DorsAttn_Post_3',0.12385272602069246,0.19903572948298673,-0.3228884555036798
b'7Networks_RH_DorsAttn_Post_4',0.15017702874922562,0.020621314232698994,-0.17079834298192292
b'7Networks_RH_DorsAttn_Post_5',-0.11035385013521001,0.19114634451385198,-0.08079249437864414
b'7Networks_RH_DorsAttn_PrCv_1',-0.3626735424060943,0.6065180601564037,-0.24384451775030133
b'7Networks_RH_DorsAttn_FEF_1',-0.4379286101664964,0.2012461237718839,0.2366824863946196
b'7Networks_RH_SalVentAttn_TempOccPar_1',-0.03860286792471025,0.23765020040242213,-0.199047332477712
b'7Networks_RH_SalVentAttn_TempOccPar_2',-0.14021987846100226,0.2073465044488782,-0.06712662598787048
b'7Networks_RH_SalVentAttn_FrOperIns_1',-0.6213931390619519,0.0005553368723115959,0.6208378021896268
b'7Networks_RH_SalVentAttn_Med_1',-0.2015427711221915,-0.017268703881346114,0.21881147500353437
b'7Networks_RH_SalVentAttn_Med_2',0.9295487821703187,0.15256642831322736,-1.0821152104835545
b'7Networks_RH_Limbic_OFC_1',0.1923194990230553,0.19771542373426215,-0.3900349227573125
b'7Networks_RH_Limbic_TempPole_1',0.04072480547034503,0.13311122098600184,-0.1738360264563494
b'7Networks_RH_Cont_Par_1',0.43547472191912356,0.0382720737202983,-0.47374679563942
b'7Networks_RH_Cont_Par_2',0.17803961517961273,0.11763855780289605,-0.295678172982509
b'7Networks_RH_Cont_PFCl_1',0.252536386617127,-0.5613224033365977,0.3087860167194668
b'7Networks_RH_Cont_PFCl_2',-0.12157712975933581,-0.29899189715519636,0.42056902691452774
b'7Networks_RH_Cont_PFCl_3',0.15215604200480048,-0.1442019053295101,-0.007954136675287039
b'7Networks_RH_Cont_PFCl_4',-0.2301884287215595,0.05563734993190024,0.17455107878965295
b'7Networks_RH_Cont_Cing_1',-0.1926720364447748,0.3521773101796494,-0.1595052737348725
b'7Networks_RH_Cont_PFCmp_1',-0.6348148157200443,0.2977061171192858,0.33710869860075077
b'7Networks_RH_Cont_pCun_1',0.6260053281456078,-0.3103254147349874,-0.31567991341063223
b'7Networks_RH_Default_Par_1',-0.05614595217800762,0.08248466548627767,-0.026338713308265566
b'7Networks_RH_Default_Temp_1',-0.3695610085392144,0.02491822920370533,0.3446427793355217
b'7Networks_RH_Default_Temp_2',0.49416817069863184,-0.32206064821335423,-0.17210752248528682
b'7Networks_RH_Default_Temp_3',-0.03066511726412527,0.17191113316217943,-0.14124601589805397
b'7Networks_RH_Default_PFCv_1',-0.2935398557232417,-0.09459562262460065,0.38813547834783757
b'7Networks_RH_Default_PFCv_2',0.6383730997968942,-0.3965866203493854,-0.2417864794475027
b'7Networks_RH_Default_PFCdPFCm_1',-0.03723591528490665,0.08166955927070024,-0.04443364398578904
b'7Networks_RH_Default_PFCdPFCm_2',-0.23860652203468308,0.330292374153412,-0.09168585211873471
b'7Networks_RH_Default_PFCdPFCm_3',0.08386972099003656,0.1751564727082487,-0.25902619369828345
b'7Networks_RH_Default_pCunPCC_1',-0.05843712400600574,0.08072917185677592,-0.022292047850771112
b'7Networks_RH_Default_pCunPCC_2',0.08538468638023539,-0.43643434443768464,0.35104965805745575
subject,-0.038767095862510606,-0.025795272359711928,0.06456236822222201
