feature,VIF
Temporal Lobe,4.919459744125298
Frontal Lobe,4.91304673196041
Parietal Lobe,4.418668130871054
Frontal-Temporal Space,4.392712106975629
Right Cerebellum,4.381205254266437
subject,2.6534609827870868
Pons,2.478872231432301
Cerebro-Spinal Fluid,1.745826240742912
Medulla,1.6914920800897575
