feature,VIF
Temporal Lobe,4.88047041374988
Frontal Lobe,4.838894829285073
Frontal-Temporal Space,4.7904944541989245
Parietal Lobe,4.484632248432602
Sub-lobar,3.631141800090844
Midbrain,2.4618320964392213
Pons,2.421878145888113
Medulla,1.6893251156926832
subject,1.5828112244915478
