feature,VIF
Right Caudate,4.541948188796614
Right Cerebral White Matter,4.089042234426013
Right Pallidum,4.082810918649385
Right Thalamus,3.5652697406631026
Left Hippocampus,2.821079052751578
Left Pallidum,2.730829871057513
Right Amygdala,2.7010207445047243
Left Lateral Ventrical,2.4170210413759805
Left Accumbens,2.2815612180954323
subject,1.9736714741150474
Brain-Stem,1.472683919115295
