,congruent,incongruent,neutral
Feat 1,0.17809530858701106,-0.4892672825161707,0.3111719739292466
Feat 2,-0.42949788360201413,1.012282487469929,-0.5827846038679938
Feat 3,0.5610442002097182,0.6795227247735675,-1.24056692498321
Feat 4,-1.200009806764141,0.7261769381210798,0.473832868642791
Feat 5,-0.29828433736251836,0.1499951088462651,0.14828922851622153
Feat 6,0.1788102585322679,-0.8734857879750928,0.6946755294428054
Feat 7,1.2689652371079074,-0.4130815193248168,-0.8558837177830959
Feat 8,0.30112109148139216,0.30008669237207897,-0.6012077838533911
Feat 9,-1.0839827584108859,0.012649012096131984,1.07133374631483
Feat 10,-1.009593956708319,0.06749137161111253,0.9421025850972361
Feat 11,-0.24896964245150305,0.3923634355339356,-0.14339379308246086
Feat 12,-0.18791855050939338,0.12293458084200257,0.06498396966737824
Feat 13,0.17535213052835502,-0.2015557314017058,0.026203600873313155
Feat 14,0.2728466815196825,-0.06035001513150976,-0.21249666638815867
Feat 15,-0.6342160467912533,0.729286515649325,-0.09507046885808798
Feat 16,0.4755792212002496,0.7315116320052532,-1.207090853205683
Feat 17,-0.09482112784632166,0.5605929527036947,-0.46577182485739554
Feat 18,-0.7071807242104151,0.02803487186154795,0.6791458523488505
Feat 19,0.23897743526545073,0.26420492165684395,-0.5031823569223032
Feat 20,-0.631862333294791,-0.2719445020917819,0.9038068353866361
Feat 21,-0.09436398894203211,0.045195032066678784,0.049168956875344685
subject,-0.002146907891820016,-0.003587244327677585,0.005734152219493816
